text,label
"да, народ стоит. и скандирует хотим развалить государство, хотим жить еще хуже, хотим со всеми перессориться. значит, народ так0й. безголовый, как у нас.",0
на ебальник не надел купальник!,1
"я так понимаю что себя вы к народу не причисляете?ха,и правельно какой же вы народ-вы наши враги,у вас горит что у нас всё нормально!",0
все не довольные и критикующие в своем доме со своими домочатцами мира не могут наладить а туда же поучать и критиковать в маштабах такой страны если бы не путин россии бы просто небыло слава богу что он есть,0
"уснул пацаном,проснулсяпетухом!!!",1
"в том то и дело что никто никого не обманывал, тавара было на 435 рублей, а разницу я ей со своего кармана отдала получается)",0
"я так поняла, что видно если 1. с человеком в друзьях, 2. в одной группе или группа не закрыта. оба этих условия должны соблюдаться.",0
10 штук с гибкими выводами ?? зачем я их храню..,0
я вас умоляю! сажать за клевету! путин? да этот пидор воров долларовых в жопу целует! вот их стрелять надо!,1
любимое орла слово,0
ого дельфин и золотая рыбка,0
царство небесное новопреставленному,0
придурки! так вколыхнете печень-мало не покажется!,1
"я тоже хочу, чтобы красотка пососала мой член!",1
почему одним пончтно что страна идет ко дну другие этого не видят и на перебой говорят что у нас все хорошо это наверно не русские они не любили и не гордились своей родиной,0
за путина я и точка.а ты тварь не россиянин. тем более из не москвы? ты уродище из окопа тарахтишь.,1
с днем рождения желаю крепкого здоровья всего хорошего за вашу непростую но классную жизнь,0
да так половино играет но для побед пока хватает и этого,0
я увидела горы))) кто я?),0
"У нас так же в Архангельске все цент дороги засыпаны солью ,а во дворы хоть на танке заезжай и не говоря уже про места парковки
",0
давить зародыше батьке респект выросли вбелоруси и ещё на нее питю дросат со,1
"Ариец Долихоцефал расстреливает унтерменшей из снайперки.
",1
уроды сука!!! только и могут стариков да женщин с детьми бить,1
это не с бабушек и дедушек гонять. хвотанули и обосрались сразу.,0
"ВАШИНГТОН, ОКРУГ КОЛУМБИЯ МЭРАЙЯ КЕРИ ПОДЫХАЕТ ОТ ТОГО ЧТО ТИТЯНДРЫ СТАЛИ СЛИШКОМ БОЛЬШИМИ ЗАРАЖЕНИЕ КРОВИ, ПОДАГРА, ДИАБЕТ, ОТКАЗАЛИ ПОЧКИ, В КОНЦЕ КОНЦОВ ОТКАЗАЛО СЕРДЦЕ ГЛАВА КРИМИНАЛЬНОЙ ГРУППИРОВКИ 18-АЯ УЛИЦА И ДРУГ ДОНАЛЬДА ТРАМПА ХУАН КАРЛОС КАСТИЛЬЯ ПРИХОДИТ НА ПОХОРОНЫ ПЕВИЦЫ И ВСЕМ ГАЗЕТАМ И СМИ РАССКАЗЫВАЕТ, ЧТО РОДИТЕЛИ УМЕРШОЙ ОТРАБОТАЮТ ДОЛГ ДОЧЕРИ ПЕРЕД МАФИЕЙ ЗА КОКАИН НЕ ТАКАЯ УЖ ЧУДОВИЩНАЯ СУММА, ПОЛ МИЛЛИОНА БАКСОВ, РОДИТЕЛИ ПОГАСЯТ, ДРУЗЬЯ СОБЕРУТ
",1
"а мы, в том году ездили на родину, в уржум, по этой дороге! как подъезжаешь, к своим родным местам, аж душу захватывает!!!!!",0
по чердаку надо бить зачем же по каленкам. :d :d :d,1
вот вэтом вся и ясуть,0
с бемоль из мажора в минор.,0
москали ебаные че вы лезите в беларусь сидите гавкайте на путина,1
с 5класса хожу в очках и ничего,0
значит правый работает. в левом 1зажигание кулачек. одаренных нет не вникаем. редкий случай. 2 карб. распространено. наподдаётся винту качества при синхронизации. и регулировке. крути не крукти обороты не меняютса ( на помойку или в приемку цветмета.) 3 просто нет синхронизации.. но вначале купить коммпрессометр совет и сравнить компрессию в горшках. пр 6 очков.,0
"30/6=5 один ботинок, 20= 5+5+10, 13=13-5 =8:4=2. один ботинок знаем равен 5, один бинокль равен 2, человек равен 5, два бинокля 4, пара обуви 10 , итого: 26",0
да конченный таракан..просто заебал всех этот долбанный колхозник,1
а это же аниме,0
"доброе утро ,где можно посмотреть инфо по расширению хранилищ",0
"ему 84 будет,осенью.дебилы.",1
"Да и хрен) конечно, с их отвалом и бонусы пропали, но в купе да. Все же такими, добрыми, пользуются люди не самые хорошие. В конце концов ценить должны не за вечное стремление помочь, а за другие качества.
",0
это наверное багдасарян?,0
"а как похож и внешне и голос, молодец!",0
слезы могут быть от обиды.а обида от несогласия с точкой зрения.обусловленная гордыней. не спешите .успокойтесь.проанализируйте и только потом делайте выводы.иногда ваш уход-спасение от того от кого уходите,0
если крови немного значит покрылась.,0
действительно бред.,0
"заткни свое хавало падонок гребаный , смотрю ты нормальных слов не разумеешь , не пизди больше своего веса контра недобитая !",1
гнида навозная. ублюдок,1
"Знакомые места! Я родом из Гремячинска. Басеги сразу узнала. Этим летом удалось увидеть Каменный город.
",0
россияне одумайтесь не поддерживайте у власти алигархов он же вас обобрал а потом приласкал как собак будьте же людми достойными страны россии == алигархи работают только для себя,0
такая милаха прям хочется зацеловать,0
"Вот вам и безвиз. Какие же хохлы дегенераты, пиздец просто
",1
"​ебло покажи. и пообщаемся, ссыкливая тварь.",1
"думаю просто нормальный пацан не расчитывал что в украинской жопе настолько тесно-немцы ,амкрикосы лтитовцы эстонцы латвийцы англичане и все толкаются чего то хотят и все это называется международная поддержка - ну яйца оторвыать литва скажем одна не может а с англией вместе практически сами отлетят - хотя с 2014 какие там яйца там от жопы ничего не осталось одни пидорасы правого сектора",1
"точно угадал шизофреник - обыкновенный не породистый однолетка,а ещё в народе говорят чмо умалишонное задиристое полоумное. ха ха ха предурок.",1
уьерали,0
они ебанутые)),1
"г, сатка. челяб.обл рыжику 19 лет",0
а что будет 15-ого числа?,0
"причины этого во многом объясняются в романе украинской писательницы галины тулуб людоловы. произведение очень многоплановое и основано на достоверных исторических фактах: и о смуте, и о запорожских казаках, и отношениях с османской империей, и об изгнания польских оккупантов из россии, и конечно же, о судьбах простых людей, живших в то время на территории, которая, в настоящее время, по иронии и ошибке исторического развития, называется украиной.",0
таких синяков за рулём надо сразу валить.,1
"а ничего,что ваша мать-тоже женщина???? тоже алчная шлюха получается?",1
только аллах знает что происходит в этом мире,0
а.ер этих эурапейцев поймёшь? что у них в башке?,1
"ну вот бабушка на 36уже не выглядит. стареет очень быстро. какие то дикие законы. 12лет это еще ребенок, не все девочки даже успеют девушками стать.",0
"я его паству ебал и повторяй не останавливаясь ивсёравно твоя харизма будет при тебе за ,что я тебя и люблю😍🤗😇😤",1
А сдачи доете.А то у них потерьнет,0
"там и работают одни чмори, особенно в гаи и на дороге.",1
да дураку понятно что ему по хуй,1
укажите пожалуйста размер знаков.,0
"звоните,обьявление не мое 9247520696",0
"я не могу на ее ебало спокойно смотреть,это редкостный пидор,ей бы на ебло насрать и лопатой ебашить!",1
таким пидорасам я только в рот даю,1
"Они не проверяют с кем работают? И в рекламе говорят нам важно кто вас везет
",0
"продам участок 492, недорого. тел. 8 987 357 32 34.",0
да ну его нахуй гражданство ёбанусь,1
"поздравляю тебя малыш!! будь здоровеньким, а мама тебя обязательно найдёт. радости и большой светлой жизни.",0
вот их суть идиот расстрелять,1
2000 тысячи,0
это у*бище должно засунуть язык в жопу!!!,1
твари у себя конфискуйте,1
очень любим и вам всем крепкого здоровья👍😘,0
уже быстрее бы попередохли эти умалишённые законопослушные ссыкливо-послушные сограждане. как-то же общество должно самоочищаться от генетических уродов )),1
украина и природа совсем другая(ch),0
"Дак в том то и дело. Что после КЗ , которое произошло на сервисе, ничего не меняли, запчасти дублирующие так и остались лежать в коробке. Он просто снова воткнул шнур и заряд пошел. Уже без дыма)
",0
класссссс,0
о пусть красота твоя цветёт ну а ауша в сегда пот счастливой ты в сегда с анем рохдения тебя рождs понияо чном дины ае,0
"вас мадам уже послали на хуй, вы всё не успокоитесь,прошмандовка.соси у своего зе.какого хрена ко мне лезешь, тебе тут не подадут.",1
как всё узкооо ... и дебильно!!! (sc),1
верх цинизма! отстреливать таких надо.,1
"не факт! бывают тёлки с конкретными губами, а сосать не умеют. а бывает с невзрачным ротиком так отсосёт! так и эта язык болтается, а хули толку! :d",1
"укротролли, - это законченные идиоты, у них рассудок идиотов. нормального общения с укрокретинами в принципе не может быть.",1
будешь жить и хуй сосать иди нахуй пока на погоны не нассал,1
"а ты кто тогда? и вообще то на работе работают а не даже делами занимаются ну это так к слову ))))))))))))а те кто ,даже делами занимаются на работе , те и хуй сосут и ноют тут что государство им вечно что то должно",1
кому то было невесело ...тем пидорам которые упразднили эту практику ..,1
"Господи, ты просто как конченый все отрицаешь. Тебя тыкаешь в факты, а тебе просто похер. Кому не поебать на твоё мнение, если люди пишут, что проблемы остались.
",1
"сее безмозглое хохло дерьмо, идиотик, олигофрененко, пишущее из психушки, само несёт бред идиота, неспособное само ничего доказать, а у других требует доказательств очевидного, мозгов то у оного - 000, как и положено у хохля недоумка !",1
"все болезни лечатся любовью . а вам всем надо в больницу. вы злые , ебанутые люди. а девочке на картинке помочь надо , а не обсуждать неизвестно по какой причине она такая.",1
когдть же этот уёбок пойдёт гулять по мосту.,1
чё за болезнь такая туберкульоз?дебилы сука,1
даа такого государства как ссср. не будет никогда! а жалко. потеряли из за некоторых мразей.,1
какая красота я таких ещё не видела,0
"offигенное фото , парни ,мы надеемся на вас ! с праздником,храни вас господь",0
ты сравняешь?,0
сколько стоит за наличие аканчателно,0
вернуть их и придать народному суду на красной площади через накол!,1
я ни разу не делала прививку от гриппа. и тем не менее уже 5 лет не болею. детям тоже не делаю и они не болеют,0
эти пидоры куда только не лезут чтоб другим жопу лизать,1
"ещё добавить в жопу, веселей бедет украинская деревня.",1
в точь точь.. нахер нужны... одна шалава ушла и пусть и эта пиздует..,1
нам майдан не к чему. но уж упорно власти народ к нему подводят.,0
у меня вообще не открывается уже неделю,0
сколько стоит такой набор насадок?,0
"гори живьем в аду, имразь и убийца!",1
"заебёшся какать недоумок опущеный как оно с порваной жопой ходить ,сам виноват допизделся тебя предупреждали не зли братву .теперь и сало твоё не поможет.хохляндя тупорылое.",1
"когда все памятники русским воинам разрушили теперь вспоминайте,педерасты красные из за вас предателей страдает россия и народ русский",1
прелесть👍👍👍🎂🎂🎂🎁🎁🎁,0
"обоссаная хуета, только самое мерзкое тупое чмо, стыдящееся себя может выставить такую аватарку))) неудачник, здесь лютуешь?)))",1
шикрная,0
привет ищу жену,0
опять одни и те же нищеброды заскулили),1
"На восток смотрит, сволочь...
",1
похоже на огород в банке но тогда мало соли .сахаоа и уксуса. и огород вкуснее. там капуста крупно кусками. хруст каку пелюстки.у кого нет рецепта огорода в юбанке обращайтесь - напишу.,0
"пидар, чмо вонючее",1
вешать пидорасов .вылавливать по одному .с выблюдками и жонами,1
к кому пизда марья ивановна а не ева,1
"нашли кого оговорить, её весь город знает, как доброго и честного человека",0
и их выблядков тоже!,1
"урод, «царь» путинский",1
"чем больше, тем лучше, не менее 4000",0
блядей всё больше и больше! шмары,1
"Подите рот с мылом вымойте, товарищ.
",1
"а што больше оченить не кому,как только в однокласниках,где родной любимый человек,или такая стерва что некто не выдержывает тебя с токой фигурой?!*)",1
...поднял экономику и промышленность... я конечно извиняюсь а промышленность разве не является частью экономики??? дебилы бля (к.лавров),1
издевательства когда нибудь закончатся?сертификат о страховании чего или от чего?,0
проснулись s ну клевого тогда наст роения и денечка улёшного,0
ещё 10лет назад надо было эту хуету за яйца и в канаве.,1
именно так всё и было,0
"ни там ищешь наверное,либо гонишь...",0
вы где заходите? со второго этажа спутника?,0
"здравствуйте , да нужна. напишите мне пожалуйста в лс",0
верните суки страну что ту поднимала целину что в первой космос поднялась и к мразь ставила стенке всю,1
"пускай все тебе отправят фото своего члена, вот и по росту хуя будешь определить.",1
почему у нас таким ублюдкам нет смертный казни? на кол сажать в задней проход до макушки. а тому кто убил педофила орден на груди повесить!!!,1
айдын прими искренние соболезнования от всех моих родных ... царствие небесное тёте шуре и вечная память ... пусть земля ей будет пухом ...,0
тварь ....... лебеди без пары своей не могут жить. урод ты ебаный,1
сравнил с черевищево. а оно где то столько от тюмени. с нашей стороны. потом посмотрел на дорогу. от черевищеао трасса не прямая. а от той деревушки прямая. значит и правда меньше. только вроде нет прямой дороги до жемчужины.,0
"козлина , гореть ему в аду.",1
"и даже понятно,почему отказались,это же повседневный маленький ураган и очень креативный в плане пакостей.",0
"спасибо господи за все, что я имею...",0
я бы тоже убила это животное,1
козлы так и живут где только можно украсть у другого народа сволота пидрилы поганные,1
очень даже правы🙏,0
трудолюбивый котя !,0
"против обнуленыша, россия могучая, на хуй всех евреев",1
малса дэбрый всем вечерок,0
"у меня тоже остался советский военный билет, как память. когда-то в 90х хотели поменять на зелёный, но я сказал, что потерял и таким образом его сохранил. сгв",0
"чтобы бороться с коррупцией, то надо внедрить среди них «своих» коррупционеров. в.в путин проверьте данных людей через полиграф (замешаны в сокрытии следов преступления.... ук рф статья 316.) http://pfo.gov.ru/polpred/staff/gfi/panov/ https://udm-info.ru/attachments/7d5d5d47a460552375ca8f9fbb8a82c41569c9ef/store/fill/780/440/4301a90dab8aa721384b57beeadd6e3351b56300e7b29bf9ef627ef026ad/%d1%8b%d0%b2%d1%84.jpg https://udm.sledcom.ru/upload/site10/sizov-315x364.jpg https://ok.ru/profile/271249413894/pphotos/203721564422 http://www.izvestiaur.ru/upload/iblock/a9e/47.jpg",0
"У меня ушло 400мб куда то...
",0
уебанище лесное,1
пиздец у меня пропал опитит к сексу. я по дрочу лучше,1
"господи,мурашки по коже,да своими руками задавила обоих бы,на людской суд их отдайте",1
я в июле получала 10400,0
"ну, это, как посмотреть. если смотреть глазами патриота, то путин это узаконенная тотальная коррупция и казнокрадство в кругу его ближнего окружения, да и не только, постоянное снижение уровня благосостояния населения, его покупательская способности и безопасности, лишение народа пенсий, его полнейшее бесправие, постоянная угроза войны, обыкновенное, искусно завуалированное, под интересы народа, предательство по отношению к интересам самого этого народа и страны, двумя словами - коллаборационист и марионетка, а если смотреть глазами холуя, лизоблюда, приспособленца и через призму своего жирного, сытого брюха, то страна процветает и народ богатеет день ото дня.",1
может ему яйца оторвать?,1
"правильно сделал. разрулить, а как? любовнику в жопу сунуть? ей раньше думать надо было, когда ноги раздвигала.",1
лучше бы платили 83 а не 42 позорники кармильцев обдирают фу,0
"Меня просто убивают местные дегенераты. Евген вовсе не топит за совок и никогда вообще не говорил о своих политических предпочтениях. Так уж вышло, что обычно самые говенные высеры сейчас модно снимать про совок. Если бы вместо совка больше всего лжи выливали по поводу РИ, то Евгена называли бы монархистом. Смекаете, дауны? А советская киношкола была действительно охуенной и Евген часто ставит ее в пример вовсе не потому что она совковая, а потому что она профессиональная и на подступе отсеивает всяких Галустянов и прочих дегенератов, ставя им неуды за хуевые шутки и не пропуская их высеры на большой экран.
",1
приветик продам костюм р зоо аll оч,0
"а кому такие шалавы нужны? только тюремщикам.да алкашам. лучше бы он её прибил,может ,тогда детей успели бы забрать.",1
"вывести и расстрелять , а ещё зарплату им все не хватает , хрен таким врачам а не зарплата",1
если на тебя кто то обижается значит ты для него сделал слишком много хорошего !,0
в таком домике можно и пожить😘,0
её бы рачком супер,1
батька бей фашистов,1
"хуйло это валеры ты ,и это не обсуждается",1
пора их туда по камерам расселять там их место.,1
очень трогательно!!!! очень!!!,0
нет для таких хуил только казнь на земле таким не жизнь кто за ставь лайк,1
насосал в своё время...,1
я тоже выкармлевала и обожаю всеж жывотных они лучше ледей умеют любить!!!,0
ты пидр гнойный,1
"из скошенной травы получается отличный компост, и мульча",0
а можно фото самой бутылочки ..от каробки чё рной ?,0
"боюсь, что ребят упырям отдадут, пока мы счет будем вести и от тараканов избавляться...",0
"это ты так с дочкой или мамой будешь разговаривать, членосос ты пожизненный! в следующий раз, прежде чем что либо писать человеку, вынь член из своей пасти вонючей, заднеприводный, подумай, и потом пиши!",1
для дебилов - ващщщета федор с ввп кореша и вот чойта кацца он ебло свернет любому кто будет тявкать на дружбана,1
"я говорю , что неграмотные люди людям документы испортили ) нам с мужем пришлось менять несколько документов, чтоб взять детям паспорта . из за кем то неправильно написанной буквы .",0
...вот еще один урод....один застрелил на глазах у детей....а другой зарезал....для этих уродов нет ничего святого в этой жизни....пусть гниют в тюрьме.... мне очень жалко ее...пусть земля будет пухом....соболезную родственникам....детям....,1
затерли до дыр данный ролик сколько лет ему уже и все показывают каждый год по несколько раз разные группы.,0
"Поступил как мразь, тут двачую.
",1
"посмотрите слизняки и медузы,,, кто против путина какой должен быть президент. наш президент. 👍🖐️",0
"я уже общался с таким еблан обоевым,ты видать из их семейства",1
"таких фотографий пруд пруди,наживаются на классах некоторые,да может не бедная,наигрались на улице измазалась и все,что за пидоры выкладывают и просят лайки",1
на сперме козлодоя,1
"почему бред? а сидеть с детьми в 4-х стенах - это не бред? путешествовать - это не значит, что обязательно ездить по странам мира, можно ведь и у себя в своём регионе... дети должны развиваться не только по книгам, но многое брать от природы, ценить эту самую природу, понимать её красоту и значимость для жизни и здоровья, чтобы потом не гадить вокруг себя (чем мы россияне, к великому сожалению, очень отличаемся от многих народностей)!",0
"ой, как здесь спится!!!! ммм!!!👍👍 утро, утки крякают ( падлы))) ветерок занавеску треплет...сверчки стрекочут, петухи орут! ( тоже падлы))) кошка на солнышке жопу развалила, усы лоснятся...и тока долбоебы портят картину, которые газуют в 5 утра!((",1
фул в студию,0
"нут так ее заинтересовался крутой,гуцириев.....явно есть покровитель.вон сколько было крика о димаше и?куда его взяли,о мировых гастролях не слыхала,потому что дутый мыльный пузырь,хоть и много лучше наших звезд,а тут природа постаралась,если повезет,с ее голосом можно сделать карьеру,она индивидуальна и редкая самобытность,похожих нет!!однако именно дина выиграла супер сезон,гран-при,этим все сказано!",0
"для людей ;нет худшее напасти, чем идиот дорвавшийся до влсти!",0
"интересно, кончилась кукурузная, а в простой можно, или в сухарях ранирочочных?",0
хорошо одета была элита! они одевались с базы! а нам что достанется! одевались пошив в ателье! магазинах шиб. потреб. из одной ткани только размеры разные. красивые вещи покупали с рук привезённые из за границы!,0
ждёт с нетерпением! очаровашкв!,0
"а в совке туалетной бумаги не было Как узнать, что пидоран пиздит? Пидоран открыл рот.
",1
"и на аллее славы очень много неухоженные могил ветеранов,где же наши доблестные гвардейцы ,юнармейцы,где патриотизм,о котором так громко говорят и о памяти павших воинов. к 75 летию могли хоть прибраться на могилках . позор таким патриотам.",0
чмо и все они чмошники богемные ублюдки...,1
бить их сук всех надо правильно паренек сделал и над всем подниматься а не в одиночку а один в поле не воин что он один посадят его ивсе а так все не пересадят,1
"херня, опрос среди россиян проводится или ты думаешь, тупоголовое животное, в америке?",1
"не так все плохо. слишком нервный учитель. я видела гораздо хуже, честно)",0
продам 16тыс вопросы в лс,0
а едальник не треснет. чтоб ты сдох мразь👎👎👎,1
это забота вокруг красота 😍,0
"Хватит хуйню нести. Если нет денег - тебя будут лечить бесплатно. Да, кредитную историю ты можешь подпортить и т. п., но никто на улицу не выкинет!
",1
сами-то верите в это???,0
"да бля простит эта гнида, он наобарот последнее отберет тварь конченная!!!!",1
"написали бы этим людям кто искал, раз видели обьявление",0
"и на л.толстого метт и метут трудяжка женщина.спасибо ей и старшей тамаре дмитриевне, что за порядком смотрит.",0
волшебное королевство ),0
"эту гниду нужно лечить её методом,",1
затуманеный разум лиххорадит власть,0
бедные щеночки!!!,0
свободу владимиру санкину!!!! смерть педофилам!!! он за справедливость!,1
"тогда только у пидиков, как сказала подруга,---- у нормальных его нет.. . и поставила большую у точку...",1
бандера - дырявый выблядок! оун-упа - сборище трусливых пидорасов! их последователи - обычные хуесосы!,1
уроды!!!! чем им котик помешал?! им отрубить руки по локоть на х ...,1
"поменяля бы обои на стене и диван убрала бы или поставила в другое место, а к столу, добавила еще два стула.",0
по новостям говорили в течении месяца ближе к сентябрю это если для детей до 16 лет,0
"тогда все роздать надо,а их повесить",1
"угомонись,старая проститутка кремлевская! маразм начался? или по старости до толчка не добегаешь? тебе твои хозяева маски на что приказали носить? что , ты тварь старая , меньше гавкал. так носи их чтоб смрад от старой памяти меньше шел твоей! только старое тупое стадо носит маски , потому как их усохшие мозги не в состоянии взять и сличить размер вируса и размер пор в маске. ваши тявкалки способны лишь выдавать с точностью до запятой информацию вдолбленую в ваши пустые черепушки сми . думайте, думайте! это спасет вас от надписи на надгробии тут лежит биомусор!",1
"понятно,спасибо попробую.",0
ещё один придурок,1
"ублюдки ебаные,!!!дай бог чтобы волна протестов с хабаровска перевернула всю россию.,и все это отродье,згинуло раз и навсегда,как в 1917 году.",1
действительно великолепно!,0
русский кенворт,0
"а если я не зам,то как тогда по вашему,силой мысли??:-d",0
"с тобой поделиться, толстомордая? вот блох и дави, вместе со вшами и мандавошками-это твое, в помощь жорку возьми, два дебила-это сила, и с каих пор, опухшая от голодухи курица, будет мне тут указывать, сдрыснуть или нет, забейся в угол, хрень ты дешевая, и рыдай",1
заворотнюк - ты гнида!,1
что находиться сейчас на его месте ?,0
"убивать этих хозяев некому!!! четвертовать бы таких хозяев как так можно поступать со своими питомцами ведь, они, этим нелюдям служили верою и правдой.",1
легкой недели желаю gтастья вот все и,0
"доброй ночи тамара, сладких волшебных снов...",0
сколько цена и где в каком селе,0
я смысла вообще не поняла.,0
подскажите с 3 до 7 в каких числах ждать?,0
ставте лайки каментируйте,0
история отличная пл что пиздеж жаль,1
сама девушка очень красивая!!!!!!,0
"продажная тварь ты,а не краповый берет.ряженый пидор!!!",1
"Почти все города из Южной Америки, Мексики и США. М-да. Ужас.
",0
снимай воздушный фильтр будет хороший доступ и откручивай,0
магазин цветы переехал по кировач адресу с орбитой и вкусняшкой рядом уважаемые вас клиенты жду,0
в барнаул приезжайте пожалуйста👋🙏🙏🙏🙏,0
уебки на женщину оброщать внимание сами пизды давно не получали,1
а кто не ошибается,0
"долихоцефалы и брахицефалы есть у всех рас
",1
"удивительно обаятельный . позитивный, добрый. умный . добра и здоровья вам",0
"да и в дульдурге инет висит, не грузит практически даже соц/сети, а если и загружает то очень долго",0
"не спорю , кулич красивый , вкусный, но....... очень долго готовить, если нет тесто мешалки .....",0
да вознаградит вас аллах вы очень добрый человек,0
"да причем тут евреи?я говорю за народ, который из руин страну поднял,и который сейчас пытаються поставить на колени",0
"блатная,как ты говоришь ,шушера это как выяснилось в основном политопоненты андропы которые в первую очередь мешали ему тащить в кремль врагов россии (тогда ссср) эту шушеру вынужден был оправдать уже ельцинск.суд которому делать это было не крайне не выгодно сань ты действительно этотого не знал?",0
надо было с противоположной стороны снимать,0
я вам напишу реквизиты в личном сообщении.,0
"арбуз по стуку и по цвету, а женщину эту информацию выкладывать не вариант😉",0
ностальгия . может есть у кого адрес кожана с астрахани и гайчука с волгограда.?,0
ну этот урод еще может что то говорить о в в путине!? мудак мозги людям засирал своим тупым гипн онозом бабки рубил с народа! а теперь рот поганый открыл !,1
пошла на хер со своим гарантом дура👎👎👎,1
вот сволочь ! слов нет!,1
"Вот уж кого не жалко, так это спасибоевного хуесоса, созданного в рамках пиара путина вместе со всеми другими кликбейтными говновидосами типа путин облапал тысячу сисек .
",1
​сладенький сучёнок .... сказал же колчак ....кучера..проститутки и актёры ...суть одна.. везут того кто заплатил .,1
долбоебина учи географию!!! тогда поймёшь где украина а где калмыкия!!! вы тупорылые овцы всех кто критикует власть автоматически становится госдеповцами или хохлами??,1
если бы не ссср вас бы не было,0
"аминь, спаси и сохрани",0
а опыт обязателен?,0
дибил ребёнка инвалидом зделал идеот,1
С сотовой связью тоже самое скоро будет.,1
"А что еще отвечать на подобные долбоебские вопросы? Ну то есть, Павук нормально ответил, но Стасян зачем-то начел спрашивать то же самое, только другими словами
",1
земля в какую цену?,0
мордашки такие милые прям ути-пути😊,0
всем привет.ремонт у нас в кабинете делать собрались..в связи с вонизмом..но оказалось что шкафы трогать не будут(откуда воняет) а просто линолиум положат новый(md) ну что ж..все как и в стране у нас.лично я нашла себе место в соседнем кабинете.угнездилась..вроди никому не мешаю..так и буду там сидеть теперь.пошли они в жопу с такими ремонтами,0
