text,toxic
देखें लाइव - हमें कामगारों के हुनर को बेहतर करना होगा : प्रधानमंत्री नरेंद्र मोदी - http://t.co/eLmK8Mt7og,0
Khushi issy liye abi tak zinda h.ya kya ptta sala mara b hoga.:D,1
भोपाल में देर रात एक फ्लाईओवर का हिस्सा गिरने से दो लोगों की मौत हो गई जबकि पांच लोग बुरी तरह से जख्मी हो गए हैं। इस हादसे का शिकार हुए अधिकतर लोग वे हैं जो पुल के नीचे सो… #Bhopal,0
Bhai badi besharmm patrakarita hai. News KO aise likhte Ho.  Apna paisa nikalne par lagega charge.  Hadd Ho gayee ghatiya patrakarita ki.  To kya govt.  Cash transaction ke naam par do no ka  kaam hone de,1
Bajaj k CEO ne lagta hain kal junglee maal piya,0
i am big fan for you .keyoki jis party ka netiritvakar rahe hai aur us aam admi ke liye lad rahe hai jo apne adhikaro ko nahi samjhata haiaur samjhe ga kaha se use samhane nahi diya gaya .jaha uske adhikaro ka jikar iya gaya hai usse usko dur rakhkha gaya tha.lekin maine aap ke video ke madhyam se aap ki vichar dhara ko samjha aur jis yuva shakti ki bat karte hai vo vastav me agar mauka mile to bade se bade sur veero ko dhul chata sakte hai.,0
Q   kis   chor   school  se  ho  jo  chot  lag gyi  dil pe .,1
Mein delhi ka hun par reheta vapi mein hun to mujhe kahan ka gina hoga. :D,1
"Plz aise galat kaam kar ke Muslims ko bura na baniye hindu hamare bhai bahan hai aur kisi ko bhi Yeh haq nahi hai ke unke mazhab ko bura kahe, unke religious place per aisi gandi harkat kare ya phir bhagwan ki muratiyon ko aisi jagah dale agar koyi aisa karta hai to woh muslim nahi hai aur na hi to insan hai",0
Maadar chod modi sarkar janta ka paisa aur kitna maare ga ghabrao nahi ab janta  bhi modi ka gand jrur maare gi,1
"हिन्दू के ऊपर जुल्म कर के बांग्लादेशियों को अंदर भर रही है सिर्फ वोट के लिए , अरे मुस्लिमो अभी भी वक़्त है संभाल जाओ पहचानो दुसरो को भक्त कहने वालों तुम खुद ही अंध भक्त हो",1
आवश्यकता है लडके एवं लडकियो की pantjali heath care में (राज्य एवं जिले अनुसार) हेल्पर- 8500+OT+ रहना+ खाना सुपरवाइजर- 12600+OT+रहना+ खाना (अनपढ से ग्रेजुएट तक)[उ०प्र० एवं बिहार मे and other states] सम्पर्क नं०- 7991766327 ( whatsapp),0
Iss hisaab se toh modi se 2 baar pehele ...Delhi ke time n Bihar ke time....istifa Lena chahaiye tha n ab bhi......kyoki 5 seats haari bhi hai bjp,1
Sanj Eev bhai dekh lo ab modi haa jawab mil gya naa,1
Kashmiri muslman gaddar hai sale nhi to aatnkio ki kya aukat bharat k same Jo tum soch the ho zingi m ahi kr Paige hara.jado,1
उत्तर प्रदेश का ई.वी.एम.घोटाला उजागर हो गया इस अब डर लग रहा होगा.,0
Tab anna desh ka pahla cm hoga jo lete lete kaam karega,0
इंडिया 7 बजे : सांप्रदायिक हिंसा पर लोकसभा में हुई चर्चा... देखें खास शो... http://khabar.ndtv.com/video/show/india-7-baje/7-334037?KhabarFB=007,0
Lekin ab to bhains le Jane par bhi musalmano ko peeta ja raha hai,0
"Pawan ji, aap paytm maat use karo....aaj sab ke pass ATM card hai na ? To ATM card use karo na jaha Swipe  machine ki suvidha hai wo har jagah per ...Aur mujhe nahi lagta ki ATM card nahi hoga apke pass or aur sabhi ke pass... .",0
Bjp ki fati silne itne log aa rahe hain dilli mein😂,1
सीरिया में आत्‍मघाती कार बम धमाके में 43 लोगों की मौत हुई : रिपोर्ट https://khabar.ndtv.com/news/world/43-dead-as-suicide-bomber-targets-evacuating-buses-in-syria-report-1681903 #Syria,0
राजीव भाटिया एक कनाडा का नागरिक है....,0
अब तो कोई बता दे कि कटप्पा  ने क्यो मारा बाहुबली को?,0
"उत्तराखंड में भारी बारिश ने मचाई तबाही, बाढ़, भूस्खलन में 27 की मौत http://t.co/nw82Kd8XiP http://t.co/LMbpS8ItzG",0
"भाजपा ने श्रीनगर में कहा, हम साम्प्रदायिक नहीं हैं...http://t.co/WuJopTWAh9",0
तीन साल की इस बच्ची ने बनाया तीरंदाज का राष्ट्रीय रिकॉर्ड। जानें कौन है यह..,0
Harsh..bohot hasi arhi ..tere gher per koi shayad mara nhi hai abhi tak,1
desh virodhdhi taktoko sakthise kam lena chahiye...sapole sap ban jay is se pehle kuchh karna chahiye,0
Apne umar or mukh ke hisab se baat to achi likho,0
"भारत और पाकिस्तान के बीच मौजूद नियंत्रण रेखा पर बुधवार आधी रात को शुरू हुआ भारतीय सेना का सर्जिकल हमला आतंकवादियों के खिलाफ था, जो भारत में आतंकी हमलों की साज़िश रच रहे थे, और सूत्रों के मुताबिक, सर्जिकल हमला गुरुवार सुबह 4:30 बजे तक चलता रहा. #SurgicalStrike #IndianArmy",0
"साइना नेहवाल पद्मभूषण के लिए नामांकित न किए जाने पर नाराज, प्रधानमंत्री से लगाई गुहार..http://t.co/ywSaWbMMrl",0
dekha maine ....   :),0
"अच्छा हुआ चली गयी ,बकवास लोग जितनी छोड़ दे उतना ही भला है",1
"वर्ल्ड कप : दावेदारों की भरमार, टीम सेलेक्शन के लिए करनी पड़ेगी माथापच्ची... http://t.co/BXwrCNcw0t",0
"अगर 20% मुस्लिमो के पीछे भागोगे तो 80% हिन्दुओ से हाथ धो बैठोगे ... सबसे ख़ुशी इस बात की है की यूपी में अब हिन्दू संगठित हो रहे है .. जातिगत व्यवस्था खत्म हो रही है ... मुस्लिम बहुल सीट यानी जिन 100 सीटो पर मुस्लिम 25% से ज्यादा है उसमे 45 सीटो पर बीजेपी आगे है .. यानी बढ़ते इस्लामवाद के खिलाफ अब दलित, ब्राम्हण , ठाकुर, बनिया सब भूलकर सिर्फ हिन्दू ही बनते जा रहे है *राजतिलक की करो तैयारी, आ रहे है भगवाधारी.।* *एक ही नारा एक ही नाम! जय श्री राम जय श्री राम..।*🙏🏻",1
बङी से बङी समसया का समाधान आप का एक  फोन आप की जिनदगी बदल देगा all problem solution Pandit ji (9680662644) love vashikaran specielist Pandit ji one call change your life,0
haan dekh liya yrr  mast hai na sab saath k hi hai isme...,0
Atif Malik agar india se zyada aman hai to achhi baat hai magar lekin har kisi ko apna mulk pyara hota hai,0
😍😍😍IIT ke bachhe aisa bhi karte hai!!,0
Is ke upar milk dalne se achha ho gaa ke aap log kisee bhukhe ko pilado,0
Sabhi party chor hai desh ko loot loot ker uska bedagarg karne m lge hue hai MODI jawan marwae ja rha hai PM k hath me kuch nhi fuddu bna rha hai desh k kisi bhi party per bharosa nhi kiya ja sakta sbhi ek hai  jiske ghar se pati ya bhai or beta sahid hua hai usse pucho kya bit rhi hai or ye PM MODI ankh band kar apna 2019 k chakkar  me lga hua hai sharm kro MODI Ji,1
Yeh jo b bol rha hai koi toh lung hai usme bol rha hai mat lena bike mat lena bike lol,0
Kejariwal se logo ka Bharosa uth gya ab vo jatnta k help k layek ni rhe,0
development kar raha hai Shweta Singh pehle Bathrooms to banwa kar do apni janta ko....,1
"+91-9660919340 प्रेम-विवाह }}{{ मनचाहा प्यार }}{{ काम-कारोबार }}{{ पति - पत्नी में अनबन }} +91-9660919340 लव मैरिज ,वशीकरण, सौतन दुश्मन छुटकारा ,पति पत्नी अनबन गृहक्लेश ,कर्जा मुक्ति , ,निःसंतान, एक बार फ़ोन जरूर कर Call Now +91-9660919340",0
Koi to Hai Jo party ko todna chahta Hai Hai party Mai hi hai,0
"अपने  खिलाफ  बाते,  मैं  अक्सर  ख़ामोशी  से  सुनता  हूँ, जवाब  देने  का  हक,  मैंने  वक़्त  को  दे  रखा  है  ।",0
TUM LOGO NE TO PURE DES ME HINSA FAILA RAKHA HAI DILIP GHOS JI,1
Iske pass to jawab dhang ka hai nahi ..to baat baat pr bhagwan ko bich me laa raha ..aur maa behno ko ..kyoki ijjat to ye karta kisiki nahi hai,0
Maruti More bhai wo kashmiri hai wo gaddar hai me naksali aur kashmiri me koi antar nhi samjhta...jo galat krta hai usko saza milni chahiye...fir wo kisi bhi kaum ka ho,1
Sir/ Madam AAP log Hindi me Bolo.,0
"Agar kisi par koi sangeen aarop lagata hai to kya bina jurm sabit huye use goli mar dena chahiye. Mr. Vivek agar aisa hota to koi b kisi par kuchh b araop laga deta aur usee goli mar deta. Very funny vivek thought... kisi ke sath koi na-insafi nahi ho isi liye to court of kanoon banaya gaya hai. Agar Mr. Asharam par jurm sabit ho jati hai to unko jaroor saza milegi, agar court aur sarkar saza nahi de paye to janta inhe jarur saza dengi...",0
Kashmir se use ek single vote nhe milta tabi vha pair jamane ke liye aise krrha ha taki pori bahumat mile jammu aur kashmir se,1
Mehnat wale kaam hain yeh :D,0
Achcha hua ab BJP join kareny ka aasaan mauqa hai,0
अरे भाई काले धन का क्या हुआ?? ठन्डे बस्ते मे चला गया।,0
Mere pass bhi h krwado exchnge,1
"चलो हर बार की तरह एक बार फिर से इस हमले का जवाब कड़ी निंदा , उससे कड़ी निंदा , उससे भी कड़ी निंदा  , घनघोर निंदा , जबरदस्त निंदा जैसे खतरनाक हथियारों से दिया जाएगा........",1
"लालूजी, क्यों कुत्ते लोगों के मुह लगते हो? फेकू अव्वल दर्जे का हरामी, चालाक, धूर्त जानवर है! वो आपकी बातों का जवाब नही देगा! जवाब तो उसके दल्ले, भडवे ऑनलाईन भग्त देंगे!",1
Chotu tera raasta mat badalna yesehi chalte rahna hati jati hy kutte pukarte hy koi parva nahi gareeb paksh Jo hotahy uski meet jaroor hohi hy tu dono vor tej talvar hy chotu,1
Navneet pahle bhi 4 transaction free the uske Baad me  ₹ 20 the ab bhi vahi hai BT charges bd Gye  ₹150.,1
Ek jawan Jo desh ke liye sahid hota hai ye sarkare 5-10 lakh dene me katrati hai enhone esa kya kiya jisse desh surakhit huwa Jo enhe itna amount mil raha hai,1
Sch me yr Kirti Jain,0
Sahi h Madam par kya kare apni govt aisi h sirf kadi ninda hi karti h,1
Sir me sena ke lia tray karrha hnu. 2014 se,0
Bohot Acha hai aor aise logon ki inqury honi chahiye,0
ekdom sahi bola hey sonu nigam ne....ye loudspeaker par bheinsha jeisa awaz soonkar dimag kharab hota hey.,1
Dear modiji i totally agree with u main aapke sath but aaj aapne jo decision liya us se main bipkul upset ki political partiyo ko koi hisaab nahi dena padega wo kitna bi paisa jama kara sakte hai party ac main.,0
Jai hind*फिर उड़ गयी नींद ये सोच कर......*   *सरहद पर बहा वो खून मेरी नींद के लिए था.....!!*😔  - #DeEp,0
Aap ny BJP ko voat dya ?,1
Evdha fan aahe ka bhau tu kejriwalcha,0
Congress ne to dikha liya 60 sal desh barbad karke ab 56 inch Sina ki baat karte hai,1
"Farak thik paduchi,,, tame Akhi band karideicha",0
धन्यवाद मेरे भाई। परंतु मैं किसी का विरोधी नहीं हूँ। बस जो सत्य है वही बोल रहा हूँ।,0
Mere gau rakshak dal ko border me bhej dena cahiye............ Gand phat ke darwaza nikal jayega gau rakshak dal ka,1
दिल्ली में एंटी करप्शन ब्यूरो में बवाल बढ़ता जा रहा है।,0
hahahah jal gyi gaao mutr peenay waaly ki . .,1
"Part time job करके Rs.10,000 - 30,000 हर महीने कमाना चाहते है तो .......आइये DIGITAL INDIA से जुड़िये......Zero investment.... JOIN होने के लिए आप  1⃣ अपने फ़ोन के play store में champcash लिखो और उस app को अपने मोबाइल में install कर लो ! 2⃣ अब app पर click करो और sign up पर click करके अपनी डिटेल्स भर दो. 3⃣ Refer id of sponsor पूछेगा वहाँ पर 9044274 डाल दो  इस I'D (9044274) को खाली पेपर पर लिख लें आगे जरूरत पङेगी  4⃣ complete challenge और अपनी id activate करके business से जुड़ जाओ।",0
mumbai k 2suvar ne is join karli wo b bata.ye kam tum log jada karte ho.,1
P. S: campus acha hai tera,0
Kb tk out rahega party se. Gujrat cm nhi bn na chahta,0
ISI agent bjp IT cell...... Dhara gaye,1
"Tu nahi degi , Per Hum denge aur 2019 BJP HI Jitegi.",0
"SP BSP, walo ne kitni baar karwai ...",1
Ye hai Bharti Sena jiska koi jabab nahi........Kisi bhi mullo ki maa chod Sakti hai hamari bharti sena,1
जनाजा निकाल देंगे ; हिंदुस्तान में रहना है तो तमीज से रह लो ।नहीं तो पाकिस्तान मर जाओ,1
जिस पार्टी ने पूरे देश में नफरत और हिंसा का माहौल बना दिया हो उसको हिंसा से डर लग रहा है 🤔🤔🤔🤔,1
"कही न जाये, समय खराब न करे,एक फ़ोन करो घर बैठे 9 घंटो में समाधान , मनचाही लव मैरिज, सौतन /दुसमन छुटकारा,कर्ज,नोकरी,संतानहीनता,बीमारी,मॉडलिंग,नोकरी,बिज़नेस ,फैक्ट्री loss whatsapp no. +91-8968848458",0
भाजपा ने तो बसपा के साथ 2.5/2.5 साल का गठबंधन किया था।,1
"Aji to isme galat kya hai.. Log apni party ke sanskaaro ka imaandari se nirvaah kar rahe hain... Shabaasi milni chahiye hum sabko... Wo koi aur nahi the, balki hum sab logo ne chuna hai inko",1
Rahul g ke guru Bhi ye hi han,0
"खराबी इसके DNA मे है ,मुह खोलेगा तो अपने पूर्वजो को ही याद करेगा .",1
"अरविंद केजरीवाल को लेकर चुनाव आयोग का महत्वपूर्ण फैसला, केजरीवाल  ना सिर्फ दिल्ली से चुनाव लड़ सकते हैं बल्कि वोट भी दे सकते हैं।  http://khabar.ndtv.com/news/assembly-polls-2015/kejriwal-is-voter-in-delhi-can-fight-delhi-assembly-polls-ec-736597",0
Nahi ye galat bat he pahele kejriwal apne maksad se dur the or badame Karim mazil Milne par sabka chahera khiljata he yakin Na aye to modi ki jawani ka image dekhlo,0
Pravind Yadav ha ha ha😂 tum logon me tho mardangi kabki khatam hogayi tumlogon tho bache paida nahi karsakte ab hum musalmano pe rote rahete.. G me dum hona chahiye Musalman jaisa hone k liye.,1
"ek to paida kr chuke,",1
राजौरी गार्डन सीट पर उपचुनाव में आम आदमी पार्टी की करारी हार के बाद भाजपा ने मुख्यमंत्री अरविंद केजरीवाल से नैतिक आधार पर इस्तीफा देने की मांग की है.,0
"370 हटाओ, सारे अलगाववादीयों को मारो चारो तरफ से घेर के ... और KP को बसाओ समस्या सॉल्व ।। पर क्या ऐसा करने की मोदी सरकार में दम है ??",1
आवश्यकता है लडके एवं लडकियो की pantjali heath care में (राज्य एवं जिले अनुसार) हेल्पर- 8500+OT+ रहना+ खाना सुपरवाइजर- 12600+OT+रहना+ खाना (अनपढ से ग्रेजुएट तक)[उ०प्र० एवं बिहार मे and other states] सम्पर्क नं०- 7991766327 ( whatsapp),0
"<fg=f0f00f0f>Free free free free job Digital India se jure बिना कोईपैसा लगाये No इन्वेस्टमेंट अब RS 8000 से 20000/महीना कमायें. बस आपको Advertising करना है. और कम्पनी आपको हर माह आपके बैंक एकाउंट मे रूपया देगी... बसआप इस whatsApp no. (8051302799) पर ""JOB"" लिख कर send कीजिए. join this job & change your life..",0
रंडीबाज काँग्रसीयों की बदौलत ये देन है! अगर सरदार वल्लभभाई पटेल नेहरु की जगह प्रधानमंत्री होते तो आज ये दिन नही आते!,1
"हा हा हा  बीजेपी ने evm मसीन में सेटिंग कर दी की आप को ,कांग्रस को बीजेपी को कितनी सीट कहाँ से मिलेगी?????? आप का मुर्ख नोटनकी अरविन्द भाई",1
"Ohy dog"" tu apni maa ko mary pas baj ma os ke gand maro ka",1
Tere pas koi proof hai to case kar de ja kar..,1
"अखिलेश का है यही इरादा, यू.पी का चहुमुखी  विकास ज्यादा से ज्यादा ।यू.पी बदल रहा, नयी राह,नयी सोच, युवा जोश ।",0
"Sabu Dekhucu aau dekhibu,,, Odisha re bhi bjp asiba",0
"साफ सुथरी पत्रकारिता से देश का भी भला होगा। पत्रकारिता करें, चाटुकारिता से बचें ।।",0
Ek no. Kam Kiya hai Govt ne... Jai Hind..... ;),0
"सेल गुरु के इस हिस्से में देखें IFA 2015 के 5 टॉप गैजेट्स, साथ ही जानें कि आने वाले महीनों में कौन-कौन से फ़ोन बाज़ार में आ सकते हैं...",0
"READ : #IndoChina  प्रधानमंत्री के चीन पहुंचने से पहले ही तल्ख़ हुआ चीनी मीडिया का सुर, कहा अरुणाचल न जाएं पीएम मोदी और दलाई लामा का न करें समर्थन।  पढ़ें पूरी ख़बर- http://goo.gl/aVPDrh",0
Hume bhi taras aata hai un masum janwaar o par jiss ka khoon kiya jata hai upper wale ko khush karne me....  Bhala kisne dekha ki khush hota hai ki nahi ..,1
Police control na karre kya bhai agar SRK ko kuch ho jaye tab kya bologe...? Police ka kam hai protection dena bheed bekabu ho jaye to police kya kar sakti hai ... SRK ko plane se Jana chahia na ... Airport pe achhi security hoti hai ....,0
Kon managa Yeh hang kr ke choranga is kutta ko,1
मोदी जी अब तो दिखा दो 56 इंच फोड़ दो चार परमाणु बम पाकिस्तान पे।,1
ये बन्दा तो 56 इंची से ज़्यादा फेंकता है।राजनीती में करियर के उचित योग है कुंडली में ।👌,1
ye 0 seat ka ashar he :D :D,0
"देखिये आप मुद्दे से भटक रहे है..  असल मुद्दा देश सुरक्षा थोड़े ही है ।। असल मुद्दा तो - गाय, अजान,तलाक,लव जिहाद, खतरे में हिन्दू, ये सब है।  आप ऐसे बेवफाई नहीं कर सकते।कोई भक्त रायचंद न बनें।। ☺☺",1
M bhi chhod rha hun,1
Ye sbko chodu Bana raha he dhosto 500 1000 ke not ko band karke 500 2000 ke naye not jari karega jissse bastachar or badega,1
जय श्री राम के नारे मे कोइ बुराई कैसे हो सकती  है. भगवान की जय  तो हम करते ही है और  करनी चाहिये भी लेकिन हर  काम का एक समय  और स्थान  होता है. जिस समय और जहाँ  ये बोला गया उस समय मेरे विचार से  आवशयक नही  था.,0
Sanvidhan uthake dekh lo iss desh ka pradhanmantri wahi ban sakta hai jo bhartiya ho yeh italian bai kahan se bhartiya ho gayi hai isko agar PM banana hai toh congress ko savidhan sanshodhan karna hoga jiske liye 2-3 majority chahiye jo aaj ki date main congress ki aukat nahin hai.,1
Sale suwar ke aulad tm khud apne muh kise ko dekhane ke layak nhe rahe ho dusre ko kya bolte ho,1
"Ye dono ko please show pe bula math kafi bura lagta hai ,jab ye media pe humare desh ki izzat ki dageya uda rahe hai so please",1
विकास सैनी रघुवंशी बहन के लोडे भाई बोला है तो अपने बाप का भी पता कर ले कहाँ के कीचड़ में पड़ा है सूअर का बाप सूअर,1
Rohit Jee Sri Lanka ne bhi to litte ko khatam kiya vaise hamari sarkar nahi kar sakti inse poochiye,0
Kuto ke barabar kuta  nahi banna h salo ko suar ki mot maro,1
Naina Roy ji....indian me idea nahi???? Lekin nepal me Bhains ko hajaro ki sankhya me kata jata hai....,0
अगर आप अपने पुराने स्मार्टफोन से ऊब गए हैं और नया मोबाइल खरीदने से पहले उसे बेचना चाहते हैं तो आपके लिए एक चेतावनी है।,0
ab na ane ki yeh,1
Galt kaha bolo gand pe goli marni chahiye in sub ki ..ya napunsak kar dena chahiye in sb ko,1
Kejriwal ko fir se copy kar rahe hain😂😂 aur kejriwal ko gali dete hain,1
paise ki kami nai.. account nai h na mere pas India me,0
Kese?? Dost ek hi rai de sakta ha media ke jhalave me mat aao!!😊😊,0
💐💐श्रीकृष्ण ! गोविन्द ! हरे ! मुरारे ! हे नाथ ! नारायण ! वासुदेव !💐💐,0
Ye roj banta hai ginke rakhna hum ekhi dinme equal kar dega fir us din mat kahna ye kya kar diya aisa nahi karna chahiye,1
Maa ki choooot tumhare. .. Bhosdeko. ....ye kya bdla h... Unhone hamare jawanoo ko mara h... Hame bhi uske sanikoo k srrr chaheye....wo h bdla.. Haram k dalllall media,1
Dikha denge 56 inch ka sinaa par to sabhi promises karo ki inch tep leker sabut nahi mango ge Jay hind,1
"एचटी समिट में Akhilesh Yadav ने बात की पिता, राजनीति और अमर सिंह के बारे में",0
koli acha captan nahi hai ipl ka,1
Beta human rights ka violation nhi krta h india ... Werna tmhari aukat nhi hoti ye comment krne ki....,1
MILI hogi no dauit tabhi esa hota he yaan ye kgudh darti hogi unsey,1
बस भेन चोद दो सब्द बोलेगे कडी निन्दा गोर निन्दा ओर जवानो का बलिदान वयर्थ नही जायेगा और बोसडी के खूद z सुविधा लेकर गूमते है,1
My name ia lakhana sajno ka sajan mera nam hai lakhan,0
अंतरराष्ट्रीय स्तर पर नित नए आयाम गढ़ रही अभिनेत्री प्रियंका चोपड़ा का कहना है कि वह खुद को सीमित नहीं रखना चाहतीं और एक सफल व्यक्ति बनना चाहती हैं।,0
Congress ko akele ladna chahiye Kyo akhilesh ko sath le liya,0
abhi tak to karam bekar the par ab to ye jubaan se bhi bekar ho gaye....,1
Inderajine bgladse bnaya bjp ap pura kamirco indiyame miloge mara bhart mhan,1
ab humane doglo ki film dekhani band karni chahiye ab,1
"भारतीय पारी शुरू, 50 ओवर में बनाने हैं 304 रन  http://goo.gl/15E2qC लाइव स्कोर यहां देखें : http://goo.gl/7WG0sX #INDvsSA #1stODI",0
Bahubali Rocks... tum logo ko koi aur topic ni mil rha Abp walo,1
रविश कुमार वहुत ही सही जानकरी दी,0
varun naam hai ooska uski nosy nikalti rehti hai poore waqt..😷,0
"आज समय आ गया है कि देश के संविधान को बचाने के लिये धर्म की राजनीति करने वाली पार्टियों और नेताओं का दिल्ली की जनता बहिष्कार करे। ध्यान रहे कि यह नेता चुनाव के समय क्या क्या वादे करते हैं और पूरा करने की जगह टैक्स पर टैक्स बढ़ाते जा रहे हैं और पूछने पर कहते हैं कि वह चुनावी जुमला था। विश्वास न हो तो लोकसभा चुनाव तथा दिल्ली, बिहार, बंगाल, उ.प्र. के विधान सभा चुनाव में भाजपा के वादों पर खुद ही विचार कर लीजिए।",1
ravish Kumar dallali na kre iske liye koi report kb aayegi............,1
09993333351 aishwarya eddy dev ki maakichut dekhne wale phone toh nai karenge gandu log behenchod.,1
आज रात जिस घर की लाइट जलती हुइ दिखे समझलो नोटो की गिनति चल रही हे💰💶🤑,1
hinduo ki soch cow talak namaz burkha me lage hue h inhe khud se jyada Musalmano ki chinta ho rhi ye nhi dekhte army kaise gazar muli ki trh mar rhe h bs modi modi kra lo inse,1
bhais kya dudh nahi deti hai..bhais gay me antar kya hai..tere se yaisi ummed nahi tha kasma hai ki teri aur tere pati ki mai jindagi me movie dekhu..khabhi nahi dekhu ga....,1
sorry 180 nhi 18 hahaha yhi hal hoga abki bar,1
Sir free hi rhene do,0
Breaking : कोयला घोटाला मामले में मधु कोड़ा और 8 अन्य के खिलाफ तय होंगे आरोप #CoalScam,0
"दिल्ली विधानसभा चुनाव में अभूतपूर्व जीत के बाद, रामलीला मैदान को शनिवार को होने वाले शपथ समारोह के लिेए तैयार किया जा रहा है। इस तैयारी में दिल्ली पुलिस से लेकर एमसीडी और पार्टी कार्यकर्ता सभी तैयारियों में जुट गए हैं। http://khabar.ndtv.com/news/assembly-polls-2015/ramlila-maidan-is-getting-prepared-for-the-oath-taking-ceremony-738777",0
"ऑर्बिट बस कंपनी के ड्राइवरों की मनमानी नई नहीं, सालों से जारी है... #Orbit #Moga  लिंक पर जाकर पढ़ें..  http://khabar.ndtv.com/news/india/terror-of-orbit-bus-company-drivers-and-politics-760556",0
हम कड़े शब्दों में निंदा करते है. और कर भी क्या सकते है.....,1
damad ji ko kuch mat bolo nahi to muhboley sasur man mo....... ji naraj ho jayengey,1
Gobar or Peshaap peena chordo or beef khau be chutiyo.  Phogat me mobile per ilzam dalrahe ho,1
Aisi bakwas kara kar trp badha raha hai zee news ...kabhi koi hal nahi nikalta Aise sab joker lakar behas karwata hai. Ek hai namuna Lon.... na akal hai na hi soch pati hai..... bak baka kar badtameezi par utar ati hai.,1
Cow goat buffalo on line lene wali chez hai,0
YE TOH DUNIYA JANTI HAI KI ZEE NEWS RSS KA HAI AUR RSS TOH NA JANE KAB SE BRITISH SARKAR KE TALWE CHATA KARTA THA NAFRAT FELANA ENKA PURANA KAAM HAI.,1
Apko hota hai kya Apna Bhi to post or comment  sa kam chala diya  hmmm,1
मुस्लिम महिलाओ में अधिक्तर वोट बीजेपी को मिले है।।।तलाक के मुद्दों पर....,0
संजय दत्त 1993 में मुंबई में हुए सिलसिलेवार बम धमाकों के मामले में जेल की सजा काट रहे हैं और जल्द ही छुट्टी पर बाहर आने वाले हैं। #SalmanKhan #SanjayDutt,0
@mohammad Lagta hai danda sahi jagah aur andar tak gaya hai,1
bike nai dikhani to ladkion ko laao bc lingerie me 😂,0
Allha tumre Ka muh b gupt Hai,1
Prince Sharma tum 3 talak ki baat karte ho hamne to hindu ladkiyo ko zinda jalte hue deka h sale shadi se phele mang karte h ki kitne lakh ki karoge phele apne ko sudharo fhir dusre ko bolna,1
Bhut achha ji bilkul khane pine koi pabandi nahi hona chhye pabandi hona chyye bas craption m gudagiri dada giri blatkar m n k bhojan m,0
झि थू हॆ कॉंग्रेस पर जो 100 सीट k लिये छोटी सी राज्यसत्ता की party के आगे मिमिया रही हॆ.    पप्पू भला हो तेरा.  Feuture में कहीँ 10 सीट भीख में ना मंगवा दें मोदी जी 😜😜😝😄😄😄,1
Mai Hindu hu Muslim mera bhai hai Christian mera bhai hai sikh mera bhai hai hum sbko ek hona hai mere pyare bhaiyo humko apne hi Ghr. Mai koi Jhgda nhi krna Meri yhi yhi khwahish hai Agar muslim sikh Hindu Christian sb k Ghr mai prblm hai toh sb ek sath ho kr solve kr kre ye Ladai jhagdee mai beksur Hindu muslim sikh christian maare Gye bache anath hogye Ghr brbaad hogye,0
जितनी आजादी पाकिस्तान में  पाकिस्तानी हिंदुओं को मिलती है  उतनी ही आजादी  भारत के मुसलमानों को दी जानी चाहिए  तब जाकर इन मुल्लों को  आजादी का मतलब समझ में आएगा भिखारी को जब  जरूरत से ज्यादा मिलता है तो  वह उसका कद्र भूल जाता है यही हाल भारत के मुसलमानों का है जय श्री राम,0
Jo log faltu bateein likh rahe hai modi ji ke liye woh true indians nahi hai,1
"Modi ji ab bhi waqat hai, @least Pak Govt se direct bat kar ke jo kta hoa ang lekar gye hain usko wapis lekar shaheed ke priwar ko sopne ke liye.. Pleeez Pm ji seriously kuch kro.....",1
Suar ke choda hai sala.... Tere muh khone ki aukad nahi,1
Izzat Hindustan m mila h tmko sahwag .log ko beizzat mat karo warna kaha jaoge log dhund v n jayega,1
hm toh keh he rhi thi 😊😊,0
"70 saal choro ko zhela hai desh, 50 din to u nikl jayenge",0
दोपहर 2 बज चुके हैं और इसके साथ ही दिल्ली विधानसभा चुनाव के लिए वोटिंग का आधा दिन खत्म हुआ और इस समय तक विभिन्न विधानसभा क्षेत्रों की वोटिंग प्रतिशत कुछ ऐसी रही।,0
मौलाना साहब राजनीती न करो।अपना काम करो।,1
"Bas laisanc rad  kar do  or koe    aarmy  parivar  ko  dedo,,,,",1
ये आदरणीय सिर्फ उमर की वजह से रह गये है...,0
Agar mangna hai to rakhsa mantri ka sir mango pm ka sir kyun k yahi jimmedar hai hamare desh k jawano ko marwane me....Khud to sale Jake chai peke ghum k desh ka paisa duba k ate hai Badi Badi bate chodte hai....Kis neta ka beta ya pariwar ka ek sadasya v hai Kisi v army BSF ya kisi v defence me nahi na Marne k liye hum jaise aam admi hi kyun mare Raaj kare ye sale ......,1
Kya be pagle kya haal hai,1
"+91-9660919340 प्रेम-विवाह }}{{ मनचाहा प्यार }}{{ काम-कारोबार }}{{ पति - पत्नी में अनबन }} +91-9660919340 लव मैरिज ,वशीकरण, सौतन दुश्मन छुटकारा ,पति पत्नी अनबन गृहक्लेश ,कर्जा मुक्ति , ,निःसंतान, एक बार फ़ोन जरूर कर Call Now +91-9660919340",0
Kuch govalkar aur din dyal upadhyay ne v kuch kaha hai  ha ha ha,0
Home minister ne in Hamlo ki kadi ninda ki hai.or kaha hai ki jawano ki kurbani Maya nahi hogi....waah re BJP,1
sahi kaha aap ne en salo ne bas desh ko jait waad me pure desh ka waat laga diya hay salo ne,1
Ye hai delhi meri jaan,0
