text,toxic,language
"तुमलोग कितने भी पढ़ लिख लो ,पैसे वाले बन जाओ तुम लोगों की जिहादी मानसिकता नहीं जाएगी।",1,hi
сама там рожала в марте!замечательный персонал!,0,ru
"да, я наверно читал о дипломатических контактах между ссср и японией, но честно говоря не помню - какие именно предложения японцы делали ссср.",0,ru
Support Black Trans youth URL,0,en
It's interesting what so many of us view as masculine energy. URL,0,en
Too many brown people were flooded into America by the j€ws.,1,en
तेरे से किसने कहा ओवैसी जी 72साल के है साला गोबर पहले ज्ञान बढ़ा ।,1,hi
I volunteer with Refugee Services of Texas and they are always looking for Spanish speakers. rstx.org,0,en
I - Italian N - नंगी C - कमीनी और कॉमेडियन P - पार्टी,1,hi
Anything in Minecraft: *Exists* Felix: He was like a father to me *SOBS*,0,en
केंद्रीय मंत्री रविशंकर प्रसाद ने फेसबुक के सीईओ मार्क जकरबर्ग को लिखा पत्र। फेसबुक इंडिया की टीम पर लगाया राजनीतिक विचारधारा के आधार पर भेदभाव करने के आरोप।,0,hi
дебилы и терпилы те кто своё мнение и позицию засунул себе в задницу,1,ru
"урод, падла на человека не похож ,мразь ебаная...",1,ru
पूर्व राष्ट्रपति प्रणव मुखर्जी का पार्थिव शरीर अंतिम संस्कार के लिए ले जाया जा रहा है। PranabMukherjee,0,hi
Another fake ass Christian piece of shit.,1,en
महिलाओं को समर्पित डीडी न्यूज़ के विशेष कार्यक्रम 'तेजस्विनी' में लद्दाख की पहली महिला डॉक्टर डॉ. सेरिंग लाहडोल के साथ खास मुलाकात ➡️,0,hi
Just fucking lol at this idiot who thinks nazis who hated Jews would have welcomed blacks with open arms,1,en
то что ты пидараз это понятно но твой босс на много опережаеттебя,1,ru
Hey Libtard lady Keep reading as you may finally see the light so we won’t block you but we will delete your dumb ass comments nobody cares about.,1,en
I'm a 9 year old proud Asian American women!,0,en
"только после того, как из общей коробки, прилюдно уколят всех мэров, губеров, депутатов, и т.д.",0,ru
पूर्व राष्ट्रपति स्वर्गीय श्री प्रणब मुखर्जी जी को भावपूर्ण पुष्पांजलि अर्पित की।,0,hi
"आज सुबह सीहोर जिले की इछावर विधानसभा के चेनपुरा, नाप्ली , भड़ेली गावों में आक्सीजन जांच अभियान चलाया गया और प्रत्येक गांव में उसी गांव के निवासियों को पार्टी के तरफ से आक्सिमत्र की जिम्मेदारी भी प्रदान की गई। . . . .",0,hi
Arab and her parents are also and their parents and great great grandparents etc etc,0,en
