text,label
а если хреново убирётся капустой по ебальнику!!!,1
очередной говноролик этого ютубера! ты что там куришь?,1
трахаете вы сами себя с отрочества..эх егоривна,1
"сдохни свинья , делать мне нехуй , вас облезлых гандонов пруд пруди , хочу красивого и молодого (и у меня он есть) , я ещё не тратила время на бестолочь , сантехники не моё и дальнобойщики и ваще рабочий и военный класс",1
автору браво светловы и таллаеву за профнепригодность выгнать без оплаты с проекта. две лвоечницы. 👎👎👎,0
"если ручка не горящая то нужно бросить в костёр. обгорит, как новая будет. можно на газовой плите выжигать нагар, только гари поначалу много будет!",0
"зачем? это улица второстепенного значения.. уж с ее ремонтом можно и подождать, а отремонтировать более нужные дороги",0
"будет под 90000,может больше",0
"зкильки приехал блять, уёбки бандеровские",1
"страшненький, но всё равно лапочка",0
может подрочим,1
мне так всегда,0
"за все в жизни надо платить. незыблемое правило. человек сам выбирает. другое дело она не знала какую плату он просит. вот тут напряг. ей не дали право выбора, а лишь поставили перед фактом. может быть она бы подумала. но с другой стороны, не ее грех, а его. хоть и помог!",0
гитару себе в зад засунь......помолчи......путинский жополиз....,1
"я незнаю ночью было, в 9.30 сеодна поехал нога начала пипухать и ченеть.укусила вчера в 20.часо 20минут",0
"давно уже пора это сделать! а то они слишком хорошо устроились! жрут, врут и спят, а о людях, которые на них работают, совсем забыли!!!",0
экликс - по беларусски затмение.,0
надо было ему пиздюлей после игры дать а не у всех на глазах,1
тёма есть?,0
"шлюшка, теперь выпендривайся, зазывай, никто не хочет???",1
и что я в тебя такой влюбленный??? 😹,0
пошел в жопу осел,1
"Я тебе дохуя пруфов привёл, а ты ебанный дебил не верил. Сося должен был вам сказать, но сося долбаёб и тебя за человека не держит, почему он тебе должен рассказывать о своих фейл, если его заявляения раньше звучали гордо . Ебать ты дибил.
",1
"многие современные научно-исследовательские суда именно такой конструкции
",0
"неравнодушный человек, это прекрасно!сейчас их все меньше и меньше,к сожалению!",0
такие приколы только пидоры могут себе позволить,1
ему веры нет зюга жополиз путинский,1
"Быдло сестра называет девушку парня тупой шлюхой, а та ещё и извиняется..
",1
роза и конь,0
"а вы зннаете , что весь хабаровский край был окутан зонами. хотел посчитать , не получится. в 80е начало 90х , работал вэтих районах. люди освобождались, и оседали там. почему была преступность. люди из столиц отсидевшие, теряли прописку , квартиры на родине.а вообще за 12 лет работы в этом крае, не встречал плохих людей. там всегда напоют, накормят, отдадут последнию рубаху .",0
"слушай,ты,димочка урод,вот из таких как ты ,бывают войны, сука мелкая,соси свой член за место сушки,и вообще,исчезни тварь голубая.",1
"помогите кто рядом, она одна погибнет.",0
лайкососы вы заебали !,1
"Переведите этот поток сознания хотя бы хохляцкий, плиз.
",1
засунь себе этот пропуск,0
"блять, какое же все таки тварье у власти(md)",1
"Правильно. Грудинин этот против пенсионной реформы выступает. Значит враг расеюшки и путена! Еще может в думе вопросы неудобные поднимать понимаешь! Сука такая!
",1
"а для чего тюрьма , чтоб это мразота ещё за наш счёт и там сидела , к стенке и расстрел с конфискацией , вот что он заслуживает",1
лучше бы он был,0
"изъять всех оставшихся детей, а этих мразей на кол.....",1
одним меньше,0
"это какой то урод--если в 44 года челюсть такая же, как в 9 лет",1
"В том же вконтакте можно найти барахолку настольных игр, в которой нет-нет да появляется официальная версия. И очень больших денег стоить будет база со всеми дополнениями.
",0
надо нашу власть утопить в этом масле чтоб другим не повадно бвло,1
да хоть хуй сосёт чмошница,1
надо дать ему по ебалу,1
полныи пиздец дорог нет сука как так власти всё похуи,1
"о, боже, этой перештопанки с голосом буратины еще не хватало на проекте! мерзкая, самодовольная, эгоистичная, лицемерная. мало ей было позора, когда склоняли ее домогательства к молодым ребятам? чему она может научить, если у самой все через пятую точку?!",1
я там была! зрелище конечно потрясающее!,0
"вот твари, черножопые",1
"пусть наймёт пашаева он докажет, что рэпер сам себя расчленил...",0
они там ёбнулись? все нажратся суки не могут?😂,1
да это так.....!!! это особенность нынешней пандемии...!!!!???,0
виновных именем народов ссср - расстрелять!!!....,1
"достойна своего отца ,великого поэта эпохи",0
"Я считаю. что среднеаримфметическая зарплата - это не показатель, надо считать медианную. Она где-то на треть меньше, но это официальная, белая. А с учетом популярности серой зарплаты думаю, что медиана будет около 40тр: в провинции около 30, в Москве около 80. Опросом трех кругов общения это мое предположение подтверждается.
",0
а дети с нуля не дети кушать не хотят,0
"не, ну я знала, что они ебанушки, а что это диагноз.... даже радует, теперь все пазлы сложились, не стоит больше кубатурить в чём причина:d",1
две... твари...одна другой хуже....,1
за яйца бы его так бы потрести,1
бред сумасшедшего.,0
всем спасибо. нашлась.,0
лен тел твой не записала а профиль у тебя закрыт если ещё огурцы нужны позвони 961 987 4437,0
прикольная телочка жаль что не сентементальной породы!!!,0
89202278782 так отдам,0
привет может познакомиться,0
"Так то оно так, но конфликт буржуа и пролов это из жизни цивилизованного общества, а если в такое общество внедрить дикарские диаспоры кочевников? Они стоят на более низкой ступени развития, но это даёт им определюнеые преимущества перед буржуа и рабочими
",0
анюта она была корабаико он шторо в небеgоую рносяшиа её gааь,0
идите вы на хуй. заебали уже. нам бы такого батьку. лизоблюды хуевы.,1
"отдай жене, не будь идиотом. вместе поиграете или сама попользуется. не надо разбирать
",1
превосходно ! красиво ! душевно !,0
усыплять пора этих тварей,1
"люди, всё это фрик ни каких пособий ни в москве не в московской области нет, кроме тех которые выплачивают за детей по всей россии. а много что пишут про пособие связанные с коронавирусом это всё байки, чтобы только позлить людей и настроить их друг против друга.",0
мерзавец!!! взять бы самого за шею повысить!,1
на нож всех,1
"Фолач - дропнул Сталкера - дропнул пиздец бля
",1
пошол он нахуй! кураёб общипаный.,1
вдв лучше не трогать потом пиздец как больно будет и не один батальон мусоров в щепки разлетиться!!!,1
"пидор это как раз ты...ты же видишь , что кроме тебя , не один нормальный мужчина , не опустился до того , что бы писать подобные гадости , незнакомым людям....на это способен лишь особо одаренный клоун",1
очередная шляпа для ебанько.),1
гореть им всем в аду!,1
"какой замечательный фильм,особенно гнездилов",0
всем спасибо кошечку забрали.,0
выглядишь на 35 лет,0
"мне приходилось работать камнетесом в 90-х годах прошлого века. на то время существовали несколько способов ручной расколки гранитных блоков. 1 способ. буроклиновой. по очерченной линии пневматическими перфораторами бурили шпуры глубиной 120-150 мм. вставляли 2 щечки и забивали клин. 2 способ. щелеклиновой. отбойным молотком пробивали пазы с помощью скарпели по линии, затем вставляли клинья и забивали киянкой ( небольшой кувалдой с короткой ручкой). этот метод и показан на видео. 3 способ. двуручный закольник. это самый удобный ручной способ раскола гранитных блоков для изготовления бордюра. хорошо раскалывает блоки толщиной приблизительно 30 - 45 см. работа была очень интересная",0
"ну ты бля и рожа ! тебе не кажется, что в твою пасть,только хуи нужно класть !",1
отстреливать надо.,1
"его надо к верху ногами и тряхнуть, чтобы мозга на место встали.",1
шевроны-то 201-й военной базы.,0
"за екатеринбургом, по пути в нижний тагил...",0
котлеты на косточке,0
не все подруги преданны к сожалению,0
"Ну а лучше пытался бы выяснить Кем этот вагон был в рейс поставленный
",0
"мразоты!таких самим нужно по башке бальной бить,что бы отбить все и навсегда,и на пожизненно в тюрьму где им жизнь мёдом не покажется,где будут так же издеваться над ними как они над детьми",1
"выполняется сначала *,/,а потом +,-",0
самый лучший актер для меня был. светлая тебе память,0
"гадюка, что-ли?",0
"благодаря им мы живы ,помним наших дедов",0
"да, в свое время сташинский был героем героического государства... он же не знал, что россия и россияне сьебутся на ноль... без палочки... а бандера ещё тогда понимал, что брату авелю брат каин нахуй не нужен, тем более на его земле, сссука...",1
вот в этом весь мой бронелобый чау чау(зовут борисыч)у него всегда своё мнение и способ добиться своего!и ведь за это я его и люблю!;) :d 👍,0
по номеру телефона в обьявлении,0
"как вы с этой бредятиной никчёмный надоели, уже нету лохов вессись на ваше гребанное похудание///////////",1
"это значит 5-6 рублей?
",0
а это стихи или ода?,0
фотошоп! это может сделать любой пятиклассник!,0
"я как то ехала в автобусе с сестрой и одна мадам, смотрит на меня и говорит, какая ты красивая, так хорошо выглядишь, смотрю на неё и думаю, ты дура или как. а я только сына похоронила. ноги отказали, хожу с палочкой. а сестра ей и говорит, галя, ты дура или как..., если тебе нечего сказать...., то лучше промолчи..., а не ляпой всякую ерунду...., как не доумок, поняла меня. она да я просто сказала, а сестра говорит ей, да и просто не нужно молоть всякую хрень. а красивая, хорошо выглядишь. а не чего, что она только сына похоронила. а то красивая хорошо выглядишь...., думай прежде чем говорить что то, поняла. она сидит как дура глазами блымает. иной раз так хочется послать, туда, где макар гусей не пас.",1
"один баран фуфло запостил, остальное стадо подгавкивает.",1
"это скорее вечер, табуретки на продоле, личное время, добрый вечер:-d﻿",0
"не могу найти долгополаспидраrasa, под каким ником штопанный",1
есть ли в мире женщина грязнее тебя а? я о чем а ты о чем !!!,0
повесить гада!,1
"великолепная идея, отличное выполнение.",0
ещё и косая пидра эта лишай😂,1
и отсосите у своих отцов,1
дороговато,0
"И в 2 и 3 года он прям был такой разумный?
",0
"ОЙ, иди на хуй, я тут еще с травли педалика и колёсных убийц, и я тут никогда не употребляю местных жаргон, потому что он попросту омерзителен и результат разложения местных омежек и шизофреников. А я на бордах с конца 2007 и если ты стремаешься пользоваться местным лексиконом, то иди нахуй.
",1
да 100%видешь эти чмошные еблище по зомбиящику и идёшь с радостью на улицу фулюганить.к примеру писать на стенах о тваринах в пидарвласти,1
повесить тварь,1
скоро их начнут вешать на красной площади!,1
"вдоволь насмеялась и нам и выбросить жаль и такой тяжелый, миллион лет не двигали с места !",0
тема объявления города сенгился g ч сен о б о а ремонт на дому заказч у холодильников стираль машин и др быт техники ввзбзвобч б оо оо бб ч поделить ком ться комментариев пока нет комментарий,0
ты хуй с ушами терпилить будешь когда тебя раскулачивать придут а это скоро наступит,1
"вот тварь какая, уже не помнит, дурочком прикидывается.",1
"поидурок, мой муж сражался против боевиков.",1
"после 1,5 почтабанк донской пришли.",0
"в 9 часов вечера 6 летний ребенок дложен спать , а не бегать на улице один!",0
это пидоры-тихушники организовали гей кружок на открытом воздухе.,1
"праздник для тех, кто служил в вдв, а для обычного человека рабочий день.",0
"я бы тебе вдул, если бы дала.",1
уроды твари сволочи падлы ублюдки скоты мрази уебки............,1
вы все хуесосы,1
они не много лукавят скорее всего 95 %,0
"Заебали, вам смешно, а мне из за этого долбоеба придется своего друга бить. Он теперь постоянно ко всем лезет и пока по ебальнику не выхватит, не успокоится.
",1
сосите хуй со своей вакциной!,1
"после заморозки не надо размораживать, а прямо замороженные бросать в кастрюлю или сковородку.",0
бля реал бой дод сука судья номарди кад,1
знаешь сколько людей в этой группе хотят убить или желают смерти к примеру п¥?,1
"убейте этих выродков, обоих!!!! твари, мрази, ублюдки!!! а крошечке, царствие небесное и пусть земля ему будет пухом!!!!",1
но ведь кто то же выбирал его в депутаты ! почему народ собрал всех уёбков в одно место и платит им дань ?,1
а кормить этих уродов ты будешь крым еле тянем а тут еще 30млн из них2млн фашистов половина селян глупомордых они и хотели нас задушить чтоб мы сдохли в этой усасне но просчитались сами развалятся че надо заберем,1
"с вами согласна, так и есть на самом деле.",0
привет напиши мне по общаемся,0
хотелось-бы сказать лестное но не могу- ты с женщинами так общаешься как последний из могикан.ю ты не мужчина ты чмо и рот твой забит говняжками будь культурнее не позорься.^o),1
есть такая херня называется интернет !,1
бо оттенков серого,0
странный вопрос для мамы,0
наверное так и было .,0
"сейчас очень много красятся в такой цвет,я бы не рискнула,но на женщинах мне нравится очень.",0
"могут ли они заплатить за услуги, которые будут пользоваться только они, деньгами клиентов?
",0
присоединяюсь к заданному вопросу.как связать такую красоту??,0
очешуенно,0
с ума сойти...змей боюсь ужастно,0
"во всем виновата мамаша,ради своего интима закрывает глаза на садистские наклонности сожителя,если он бьёт твоего ребенка это не значит ,что он его воспитывает,он его попросту убивает",0
как они друг друга не пугаются??? =)))),0
"*) *) *) ялтинцы гоните таких охранников.....позор 👎👎👎работникам санатория...видно набрали бывших зеков или братков,это до чего докатиться надо чтобы кулаком ударить женщину на глазах 4-летнего ребенка8oi 8oi .убила бы такую тварь,это не мужик,а мразь под заборная....👎👎👎",1
"когда уроды царапают во дворе твою машину, ты должен быть спокоен и прощать??? люди, как так можно?",1
пришибла бы нахер.,1
да пошли на хуй . пусть сосут,1
"Если у вас есть ИП - попробуйте получить разрешение на уличную торговлю. Около метро или ж д станции. Сужу по нашему метро в Москве. Конечная станция в спальном районе. В четверг и пятницу там можно купить все, даже копчёную продают. Причем на ура.
",0
спасибо родненький. а то давить вас пидоров путинойдных нечем,1
"какой егерь,дед мазай!!!",0
"политические проститутки, от кремля до самых до окраин!",1
"открою секрет за рулем была моя бабушка,правда она умерла32 года назад,а этот пьяный и накуреный пидр сидел в бегажнике",1
я задала конкретный вопрос,0
добрый день пидар! слегка наколониться и подергает ягодицами. может так?,1
"привоз своих граждан это хорошо конечно. ну тогда постарайтесь и обеспечить потом всех работай.люди пополняются границы закрыты,работы нет, помощи нет, что народ будет творить и вытворять потом? конца карантина и близко не видно. остаётся только молится наверно, чтоб поскорей всё это закончилось,и забыть как страшный сон.",0
ах какая модница!!!,0
"аналогично, проспект димитрова - ведутся работы.",0
пидору - пидорове,1
"их не лигнуть, а повесить....слов нет таких, как их обозвать ...",1
ублюдок едросовский,1
"я согласен!!! сейчас у нас иго....иудейское...и сколько оно продлится,это вопрос из вопросов...жиды выкачивают из страны всё,начиная с энергоресуров,заканчивая отъездом за рубеж,умных голов!!!",0
с праздником💋,0
это ты проживешь не работая 30-40 лет правильно какая и с прокладкой приклеяной на лоб в своем заграничном коттедже....а баба которая отстояла на рынке или вредном производстве-нет!!! пиздося недоделанная!!!!!!!!!!!!!!!!,1
добавьтесь в друзья я вам написала сообщение,0
вот это пиздабол пиздеть не мешки ворочать😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂,1
"Мне одному похуй на тупое мракобесное казачьё?
",1
пришёл девок трахать,1
че за долбоеб это придумал? и самое интересное под каким он психотропом был?,1
а вы смотрю все на картинки дрочите,1
ну да это путин в рот этой свинье ложкой заталкивал,1
"Я в 2006 в минимал ушёл из теч хауса, потом в дип и техно. Разные круги общения)
",0
"пидорасы обыкновенные, они есть везде.",1
"ты что залес на эту страничку.дай людям пообщаться .яблоки красивые,вот каждый думает,что это именно его сорт.может и ты больше узнаешь.",0
"дорогая александра сдесь не продают,а отдают",0
"эх,повстречаться бы с этим пидорком,дизайнером и блогером.....интересно,он хоть на что то способен,кроме как раскрывать свой вонючий рот???...просто тварь....",1
"как кошка,очень похожа🙂",0
"а я против, сегодня билет в цирк дорого стоит, а тут бесплатно клоунов показывают.",0
"дерево под наклоном,забавные вы люди😏",0
какая тварь. даже слов нет чтобы выразить отношение к этой мрази.,1
выблядак лукашеновский,1
от всей души поздравляю каджол с днём рождения желаю крепкого здоровья семейного счастья творческих успехов радовать новыми фильмами,0
"Путин жил! Путин жив! Путин будет жить! На самом деле, как мы все знаем, на следующий день Парашка развалится, потому что если не Путин, то кто?
",1
"есть предложение, умник?",0
"у нас там часовенька есть с казанской иконой и раньше на этот праздник всегда батюшка приезжал и служба была мы ходили а сейчас нет почему то уже этого. я так понимаю что этот праздник связан с иконой божьей матери, распрошу соседку интересно даже стало, вся деревня гуляет а на утро у нас там мужик один есть добряк на другой день ходит по всем домам с флягой медовухой всех похмеляет из ковша, стучит всем в окно. 👌",0
"может ему отрубить, кое-что?",1
"были бы деньги можно было ехать в хабаровск, владивосток, они же бляди платят только на хлеб. простите уважаемые я с вами , помогаю чем могу. красноярский край с вами!!!",0
"абсолютно. к этому надо добавить, что климат россии признан непригодным или условно пригодным на большинстве территории страны. вечная хмарь, в любое время года, отсутствие солнечных дней в дополнение ко всем факторам, действуют отнюдь не благоприятным образом на психическое состояние людей. неслучайно, статистика также утверждает, что практически 25% населения страны страдают в той или иной степени психическими недугами.",0
умничка!!! удачи!!! исполнения всех желаний!!!,0
я нашла минусовку песни буду учить на корпоратив,0
над собой смеётесь,0
"где её взять, где продают?",0
"да на месте нужно было параше прихлопнуть , как муху эту суку !!!!!!",1
.....не освобождается в ук.....состояние* аффекта*учтут-но в общем это не особо повлияет на приговор.в общем-105я. скорее я бы предложил рассчитывать на то что кормить наше нищее гос-во *аффектника*долго не будет и попросту через 3-4 года само выкинет на х....на улицу.....это не маньяк!*бытовуха*.,0
однако пидоры,1
"правда... знаете, поговорку?,, муж жене говормл:свинья! так она, захрюкала.,, вот так, всегда. как корабль нащавешь, так он поплывет!",1
"1. во время игры не видно сколько осталось монет, пока не закончется картина. это не комфортна. 2. почему изчезла помощь поиск с лупой",0
"ты где родился иуда в какой стране и кто тебя родил? вас таких уебков зомбированных раз два и обчелся, сами слиняете из ссср или ускорение придать,чтоб в израиль сьебались хабадники!",1
дом-2 расстрел на месте лобном,1
"долбоеб, самолёт вылетал из варшавы",1
не нравится иди на стройку землекопом. а когда спину прихватить и придёшь в больницу сразу напиши комментарий.,0
"мозгов нет, но убить врага могут",1
"дебил малолетний,какая на хер алена!шлюха конченная,ты в какую семейку прешься??? и этот урод великовозрастный,советчик хренов,сам то наверное не связался бы с такой блядью",1
:-o :-o :-o а я то уже размечтался . :-d с горя пойду стакан завалю ...,0
тварь мразь урод лучше бы он сдох в этой аварии,1
"а беглов тоже еврей? я что-то не пойму связь наливаек с извинениями третьего интернационала, хотя ваша мысль мне нравится.",0
"всем доброго времени суток! 2 года назад в моей жизни произошли кординальные изменения, до сих пор не могу собрать себя. как говорится в таких случаях к самому дьяволу обратиться хочется. искала по адыгеи и краснодарскому краю людей с магич. способностями. следила за вашими комментариями. к каждой вышеупомянутой обращалась. кто то вообще говорил полную ерунду, чисто психологический ход. все это фейк. только эти вымышленные гадалки должны помнить, что они ломают судьбы людей которые верят им и надеются на чудо сказанное. каждый проходит урок ......",0
шикарный вид!!!,0
эту тварь давно уже надо было раздавить размазать,1
"верно мага! заладили своей стойкой. пусть идут в бокс стойчане. у кого каких навыков нет, те и будут говорить если да если. что то другие не требуют только борьбу или стойку. выходят и честно бьются.",0
пошли накуй пидорасы сосваими ебанутими псевдозаконами!!!!,1
"ожоги разные.одно дело обвариться водой,другое-маслом и третье-огнем.....по телеку показывали случай.мать лечила дочери педикулез народным средством-керосином....рядом с включенной конфоркой......итог-дочь загорелась.....",0
спасибо приготовила.вкусно,0
"вы дебили!!думаете ,ваша тихоновская президент.да нахуй вы ей усрались.она сьебала за границу жопу греть.где она ,почему не взяла рупор и с вами на площади не стоит,так сука сьебала.потому что ей похуй,она народ взбунтовала а сама сьебала.а вам хуева живётся имея по 3 машины,дачи и.т.днехуй сидеть в носу колупаться жопу поднимите и работайте,или думаете как станет она на пост ,то она вам добавит хуй вам!!!все им хуева живётся.заебали уже громить все что люди годами делали!!!перемен они хотят,будут вам перемены потом будете под забором.потому что все разграбят и будете хуй сосать!!!",1
кто хочеть секс и куни,1
здохни от своей злости бандероец,1
как баранов трусливых гоняют а ведь столица 12миллионов народу я в ахуе,1
порвать тварь и скормить свиньям !!!,1
"😂с каким же любопытством все разглядывает,малюпусик",0
"Да, чувак, охуенный аргумент. Если в одном из самых запомоенных разделов шизики обсуждают на двачах, то значит популярность бьёт ключом. Кинаман и впрямь не забыт, у него соотношение просмотров на количество подписчиков нормальное, но черветред тут не причем.
",1
"ну ,шо укропатриеты голубой любви ,дождались памятников трахающихся музчинок ,создания энциклопедии для детей ,как трахаться от 10 до 13 лет ,продажа земель ,продажа тюрем ,гейпарады ,бля фуу украина по самые гланды сосающая недострана .... а донбасс - россия ,и вам нас не победить !! с нами бог ,за нами будет победа!!!!!💪💪💪💪💪💪💪💪💪",1
"любовь придумали французы, чтобы не платить женщине:)",0
куча долбоебов.. это ведь шутка.. недоебаные твари взьелись на мужика,1
"это хохлушку??? так и пусть сними их же хохложопые и разбираются, они уже и долбятся пополной. 👎👎👎👎👎👎",1
сидор гавно не воняй..,1
я лежала в этой палате и да обои там есть. так что у нас всё бывает.,0
"сахалин платит за газ и нефть больше чем европа. правда в этом не европа виновата, а вон те суки, подпевающие путлеру.",1
просто и легко...спасибо...нужно не лениться и делать...,0
"что ненравится??? путину , что о нем народ думает?! надо же, какие мы восприимчеаые пути няшки, а народ гнобить, до нищты довёл?! мразь. расстрелять, тебя масло.",1
"третяк ты что ли с навальным все отстраивать собрался, ? только пизд..ть и умеете спасители вы наши...",1
+109 рублей от ольга геральдовна с спасибо большое,0
"какие нахер спортсмены,гопота подворотная,безпредельщики. сначала накосясачат,а потом соплями плачат,случайно,простите. на зону по полной. шакалы.",1
"вот ублюдок! надеюсь, его посадят!",1
малюсенькие мои💋💋💋😍,0
"леська , а виновата ты....подобное в жизни бывает...но не каждый год....ты хоть пять пальцев нарисвала (устала) , а следующие - тюк (сердечко)....и хоть потоп..... виноват-то путин...",0
клану суворов требуются мега супер деферы те кто хочет подловить и убить алика .анкеты ждём присылайте.посмотрим сколько желающих проучить лидера .,1
для собак просто западло!)))),0
"Речь идет не о том в какие игры играть или не играть, а о том почему и для чего играть или нет.
",0
такому человеку памятник поставить надо! а инициатива должна исходить от спасённых.,0
"алле,алла пугачева,ты по ходу попутала,ебанушка",1
я рад за вас ребята кто поддержал россию путина.слава россии и вас с праздником,0
"удавить сволочей или к стенке поставить, но это легкая смерть для этих скотин. четвертовать негодяев!",1
"А я считаю, что ты свинья с разорванной сракой, вымаливающая панскую цензурку.
",1
"ты чё сюда припёрлась??для тебя страна для дураков,вот и сиди в ней,я бы хотела с тебя поржать если тихоновская станет призидентом,наверное будешь бежать из страны для дураков,чё те здесь жить то с дураками🤓🤓🤓,понаберают таких как ты 🤭🤭🤭🤭😬😬😬😬.......по жизни👻👻👻👻,ещё сопли весят,а она сунула нос куда ..... просят🤡🤡🤡🤡 ты ,не нравиться чё сидишь в этой группе ,дураки по жизни!!!!!",1
а кто его растягивал? выеби путина. он ещё и развалил другие предприятия.,1
я бы в попку. вдул по самые яйца.,1
как же ты тут задолбал пидор долбаный!!! свали с экрана черт задроченый,1
28+ зимой на шею вместо шарфа😁,0
шарапов- называли.,0
урод наказать желательно чтоб сука понял мрась,1
"Большинство авиакомпаний ограничивают провоз жидких веществ одним литром на человека. Для отдельной тубы объем не более 100ml. Берешь10 тюбиков по 100 мл и все зер гут
",0
"таких надо сразу стрелять. вот , когда думаешь ,что сталин был прав.",1
затолкнуть руку в жопу вместе с гранатой.,1
"За рогатую крысу-крысу
",1
"ебать, труханы!!! зачет!",1
будите сосать,1
"кто это написал? покажи свою продажную рожу, я тебе в нее плюну!!!!!",1
совсем пидоры поохуевали !,1
"я не поняла, они жалуются или хвастаются",0
"путина к каждому вору не приставишь, бороться надо на месте с чинушами!!!!!",0
глупая идея.,0
красиво лигавых подъебал👍✌,1
"урод сучий,кастрировать тварь!!!",1
классная пиздёнка,1
вам респект и уваж ееsихпет,0
засушить ее в такой позе как гербарий.,1
"видеоролик вызывает двоякие чувства. во-первых, девица, которая вела съемку в самом начале, сама материлась и лично у меня вызвала отторжение. во-вторых, очень жаль пацана артема, на глазах которого забрали его пьяную мать и малыша.",0
