comment,toxic
"низкий поклон , на сердце стало теплее.",0
ты дурачок радуйся что я не рядом!...дааа.... голову то тебе выличили...😂😂😂😂😂,1
"добрый день!не открывается сегодня игра.40 процентов и висит.потом появляется надпись:что то пошло не так,перезагрузите игру.перезагружаю,все так же.в елочке 2020 то же самое.остальные игры работают.что делать?",0
очередной балабол,1
ч ч сергеи бодня ур разведал остров капитана оо об ов расст бо к сражение произошло на аострове бч бб стражи острова особые ресурсные здания армада эскадра во наемн пираты,0
нехуй бегать где не надо.,1
отрезать этой твари яйца!,1
прописка днр обязательна?,0
какая пизда их родила?,1
"стрелять надо всех думцев , это паразиты на теле народа!",1
только ласточкино гнездо не в ялте а в алупке,0
"день добрый ! был в бурятии , а заправок газпрома нет , да и после красноярска их уже поискать надо .... там сеть газпромнефти плохо развита ? спасибо.",0
это че за намек,0
в калмыковом,0
солнце мое,0
"воры!!!! притом в законе....!!!!!! дербанят все, плохо оно лежит, или хорошо.....руки, у сволочей длинющие и загребущие....!!!! жаль, отрубить на хер эти руки некому, да и закона нет....",1
вот и мы посмотрим на твою ёбаную рожу😂😂😂,1
эту тварь медведева к стенке,1
"урод,его бы за ногу вниз головой подёргать,а потом подвесить,а мамашка тоже хороша снимает на видео жестокость,что дальше с такими родителями будет,так и будут издеваться,пока не случится трагедия.забрать ребёнка,лишить прав и наказать по всей строгости.многие хотят детей,а не могут,таким придуркам бог дал счастья родительского,а они не могут его уберечь, в лес отправились,чтоб не видно и не слышно издевательство над младенцем,видно растворителя нанюхались,в бутылке не понятно что за гадасть.дебилы одним словом.",1
на кол этих ублюдков сажать вместе с их создателями,1
леваки трусы чмошники мычат без устали эй рабы ну вы и чмошники😃,1
не надо у баб писечку смотреть надо член смотреть мужской,1
"что мы ставим🙏, ведь кавида нет ходим как пожелаем, деньги медикигребут лопатой, все это политика, оденьте костюм и по работайте сутки, проходите на работу с мыслью с чем ты прийдешь и прийдешь вообще домой. люди остановитесь в своей ненависти, будьте разумнее и добрее к другим, вы не одни😭😷😱",0
"продам кроликов породы фландлер , бабочка и полтавская серебристая, в возросте от 2 месяцев до 5 месяцев",0
автор этого текста-дебил. не любил никогда эту женщину просто.,1
"как может максим выглядеть в 1975 году, если он родился в 1976?",0
чтоб у него на лбу хер вырос,1
"отобрать эту дубинку да ему по башке,как же,вы сволочи полицаи,будете жить среди этих избитых!",1
сразу вспоминается классика: дебилы б...ь!!! :-d,1
👎👎👎как можно быть такой идиоткой?,1
уже продан!,0
"ТС лошара, ему весь перегон намекали, а он...
",1
"ебанутые сука дальнобои, кроме себя на всех плевать",1
"это правда так нас жизнь учит и мы становимся сильнее морально, да это тяжело но ты начинаешь понимать многое",0
плешивому псу совершенно похуй проблемы пенсионеров.,1
"вокрасотки, как у кабылы меж ног, копии, дуры.",1
она та хуёв навидалась составами шлюха ещё та,1
это ктай ебанутий сторона верусний город гандони,1
твой ваще вырвать надо.,1
с трусливыми гавкающими из подворотни какимито не общаюсь. не напрягайся.,1
"адвокат ефремова, всем доказывает, что эта тварь не пьющий, выпивает только по праздникам. он же конченный алкаш и полная тварь",1
"автор, а ты кто,чтобы такие вопросы задавать?",0
замечала со своей рекламой дура ебаная как будто в другой посуде не сможет приготовиться,1
"там по сердцу было видно, есть этот ролик на ютубе,, там все подробно",0
ааа бечная в пбббв о иобл о тениолч,0
весь народ против!!!!,0
"ну, полный пипец....!!!!! зе-- не понимает, кучма- не понимал, старый пердун , тоже не понимает....а война продолжается......!!!! им нужна расшифровка ....бля, дебилы....!!!!! пару птуров в раду и, надеемся, расшифровали бы, кто остался бы в живых.....а может быть .....??????",1
"а там, жизнерадостный голодный сом:)",0
очень сильно сказано !!!,0
"батька вешай всех пидоров западных, и укоров, каторые пучю затеяли народ россии стабой!!! не верьте соц - сетям здесь одни провокаторы, и дебилы не образованные!!!",1
"это гагра. памятник великому шота руставели (ранее и сейчас), автору признанного шедевра мировой литературы, переведенного на многие языки мира. который входит в список десяти величайших писателей всех времен по версии ranker. ираклий джапаридзе, вы утверждали, что без россии грузии не выстроить отношения с абхазами. следовательно, признаете ее влияние на происходящие в абхазии процессы. прокомментируйте, пожалуйста, это фото.",0
"есть река, но она под горой. гора высокая.)) мы спуск не искали.",0
"у работодателя этот день не допросишься.по хорошему неделя и терапевт раз в год выписывает больничный,чтобы человек прошёл диспансеризацию.даже рентген и узи в один день не делается об этом все знают,врачи не рекамендуют.",0
"все прочитал?иди в очередной раз нах!муж мой тобой займётся...сообщения свои удаляю,не люблю засирать ленту разборками с имбецилами",1
"до чего дожились, обсуждаем кому дали банку кофе, а кому нет.... пипец просто",0
"да на х.. нам нужны янки, петухи гребаный.",1
черные и красные туфли из натуральной кожи? размер и цена,0
а можно узнать что именно 15???,0
"а кто бы сомневался.? пиндосы - это одни понты и блеф...вскоре нужно ожидать киноролики пиндосы на марсе, павильонные съёмки ыже идут полным ходом...",1
один пиздежь...,1
"​дорогая ты не пой, а ходи по сцене туда сюда-туда сюда,,,,",0
"весь ваш базар не уместен встал утром и понял что это бог дал вам день, помолился.все",0
сдохни тварь вместе с выродками. хуй тебе по твоей роже а мне ничего не вернётся! даже и не мечтай падла ты вонючая,1
это пидоры кончинные идут в мусорскую нормальный не пойдет,1
пожизненное нужно таким тварям ^o),1
"так пытаются же лечить больных короной кровью переболевших, т.к. она с антителами..",0
"а оккупировать крым и донбасс, тебе, блядь путинская не обидно???!!!!",1
блин хуйню не пишите всякую ....прорывается к мосту .. дебилы бля!!,1
уроды и мрази!!!,1
"кокорин козёл он без уважение болельшиков сколько ждали его в зените.да почему ты выбрал именно спартака,ты оказижися не хороший человек.ты настояший ко....л.",1
замечаельно оаичная рабопа аарчен,0
вот интересно какого депутата? может терешкову? он хотел отдохнуть а это обосраной космическое проститутки не даёт и решила обнулить сроки!!! долбоебина!!!,1
гандоны вместе с ельцыным. такую страну развалили. я бы их на красной площади растрелял прилюдно без сожаления!!!,1
я буду твоим зонтом!,0
"дебилы конченные,перестрелял их всех до одного! мрази!",1
ты уже в рот поебалась?? :d,1
и пидоров туда же....,1
класс !!! начинай прямо сейчас в ин -ете .засылай свои голые фотки..! или ..и соси член !,1
какой красивый хлеб,0
иза таких уродов люди гибнут на дорогах,1
долбоебы конченые!!!,1
у котика лапки парализованы. бедняжечка.,0
"ох,гореть ему в аду",1
пидор пупок ты сучиный,1
престрелить этого дебила,1
а где их принимают ?,0
твари пукинские. маму смотрите подороже продайте. и папу. отсосите у ботакса,1
ну за ебанутых окаясь по,1
я в шоке неужели вот эта прости господи пизда не чувствует что у неё разрез по самую не хочу,1
"тебя,сука,за глотку и не размыкать пальцы пока не сдохнешь!!!",1
"сказка, да и только 👍👍👍",0
уроды безмозглые,1
в центре фото на ступеньках сидит машинист мальцев николай васильевич.,0
"няужо гэта чуда_ юда не пойме, что яно ненависна!!!!!!",0
всё отлично!,0
"и правда, по обряду женщину полагается сжигать живьем вместе с умершим мужем, а не кусать.
",1
"￼поэтому и жируют...твари.а старики,и дети? позор!",1
"зачем неделю, просто один день , только в две смены!!😁",0
"хоть называть стали своими именами.. негры, а то афроамериканцы.. негры и точка!!!!",0
"Лишняя буква у тебя. Раунд!
",1
благодарю вас от всей души за ваши поздравления и пожелания 😘🌹,0
"одна молодежь-глупая и безмозглая. у них на уме только по пиариться, для них это просто приключение",1
"ну девчонки молодцы этого лесюка пидарасюка почистили,,просрали свою украину сейчас крайних ищешь.можешь не отвечать понятно и так что на говно исходишь",1
здравствуйте. можно ваш номер,0
"б... ь! это ж - монстр, а не буратино!!!",1
"пошла бы ты по холодочку... приверженка морали, твою.... !",0
получается лучше бы он прошол мимо а детей этот ирод изнохратил бы. я думаю любой здравомыслящий человек не смог бы остановится если бы поймал эту тварь.,1
гейпидорасты!!!,1
на кол посадить,1
лучше бы съездил в больницы и садики. идиот.,1
убивать на месте,1
вы хоть посмотрите на эти медали!посмотрите на петлички-танк появился в 60-70 годах! посмотрите за что эти значки!у медалей есть свои распорядок и расстояние между ними должно соблюдаться!я бы этого пидара к стенке поставила и расстреляла за такое осквернение памяти настоящих героев!!мразье конченное!позорище!!,1
а за какой месяц дали вам?,0
"господи, спаси и сохрани рабу твою екатерину! пошли ей исцеление!",0
самого бы за яйца поднять!,1
"мразь ,оставил детей без матери ! казнить его ! ну что это за мужик ,без мозгов.",1
"ах ты, проститутка! видать, неслабо тебе забашляли ефремовские родственнички, или дружки, если ты так старательно рвёшь за него очко. будет неудивительно, если ты вдруг скажешь, что несчастный работяга сам налетел на джип этого алкаша и наркомана.",1
"продавец , официант , бармен , мясник, приёмщик стеклотары и утиля , таксист и тд - самые денежные профессии в ссср !",0
какая милая кофточка сколько стоит?,0
эта модель пользуется спросом у небольших сельхозорганизаций с полями невысокой урожайности,0
мне нужен факел,0
полюбому вдв был,0
"хороший труд, красота браво!!!",0
"стоит у честь, что каркаде сильно разрушает эмаль зубов из-за большого количества кислот, содержащихся в нём.",0
"пугачи,бомбочек с селитрой не хватает",0
"пипец! бедный ребёнок. рядом не папаня, а идиот!!!",1
и это против всего хабаровского края,0
да какие нафиг уральцы? чмо одно либерастное сказало-а все закипели.так и создают раздор между людьми.подонок пукнул и сбежал-а в троллейбусе драка.,1
она всегда выглядит шикарно на все сто.,0
"кремль тут вообще не причем. лукаш дебил, боится место потерять,",1
я с вами согласна.дорого.,0
где взять такую красоту?,0
нууууу не совсем согласна. всё индивидуально. бардак и не глаженные футболки не приемлю....,0
каждый день божий это дар который мы называем сегодня доброе утро,0
не пишите тупой хрени для идиотов..,1
"ох....уеть, неужели деньги могут решить все, в том числе и судьбу ни в чем не повинного ребенка,да суки все они продажные после этого, а эта шлюха подзаборная не раз пожалеет, что выродилась на свет божий, сколько же можно терпеть выходки этих сучьих баб, тем более пьяными, а вы опять пишите автоледи, да когда же до вас дойдет,что они не автоледи, а настоящие пьяные оторвы, суки, автобляди, которым не место за рулем, а в камере смертников, за границей опять ввели смертную казнь, почему бы и нам не перенять эту меру пресечения, дабы не повадно было бы всем тварям покушавшимися на самое святое, а тем, более-----на жизнь доверчивых, наивных , малышек, опрометчиво доверяющих свою жизнь гадам, уродам в виде, не могу сказать слово-матери, это не мать, а убийца, и не только чужих, но и своих детей.будь ты проклята, -скотина,ап я полностью уверен,так оно и будет, гореть ей в аду .",1
побольше таких милых и открытых желанных и страстных девочек.,0
да нам пожизненно платить такие деньги. легче расстрелять.,1
"я бы этому уроду моральном, который это сделал, ноги сука на узел завязал!!! беликова наталья вам лично огромное спасибо!!! ричи умничка!!!! ♥♥♥",1
"нам тоже подарок не дали, хотя покупка была около 2 тыс(((",0
долбоебы конченые,1
вот сука твари мы из за таких козлов и страдаем,1
"все твои проблемы напоказ выставил дибилушка конченый?))) все уже поняли, что ты нищий сидящий на бутылке пидр. можешь более не изливать свое зловоние пендоснявское.",1
"Это шизофрении какая-то. Запутинцы прославляющие Сталина. У вас с логикой все в порядке?
",1
"ещё бы эскортница и валютная проститутка указывал что, кому делать",1
​отличный фильм!,0
не взойдет верь товарищ не заря пленительного счастья покуда верит твой народ что от других его напасти покуда блядям верит он толпой теснящимся у трона покуда верит он словам останкинских пропагандонов безумной думе злым попам прико ормленной прокуратуре проворовавшимся ментам чекисту президентской шкуре в поку сброд уда вы весь этот своей родной зовете властью не не верь товарищ взойдет заря счастья пленительного гаvеl gогbаснуоv,1
"весь я в малиновой надежде- в кругу берез в рассветный час, все жизни радуюсь- как прежде люблю и верю- это класс!",0
"очень жаль,он вислоухий ,выставляйте тогда.",0
"glav.su, cont.ws Какие-то интересные сайты? Ты там сидишь? Пойду чекну, спасибо за подсказку, пидораш.
",1
"Вот только не знаешь даже какие метастазы её больше поразили, путинизма, хрюкализма или либерахизма.
",1
"кого облизывать будешь вова когда путин будет не у власти ,а впрочем такие как ты облизывают любого кто у власти .",0
"есть такая поговорка, дураку и хер стеклянный на день.",1
"Можно с десяток причин высосать из пальца он несовершеннолетний, трасвестит, карлик,
",1
"тебя,сука даже раньше чем жидов твоих, за которых ты так задницу дерёшь...",1
всё!...укро-патриоты ушли заниматься полезным и весьма патриотическим делом - отсасывать у (семикратно обсеравшихся в котлах на донбассе) хероев ато....,1
афигеть! неужели правда всё это! что поют эти солдаты.,0
мечта а не дом,0
хохол останется хохлом хоть его ты пусти в европу где надо действовать умом он жопу напрягает только и потому то на руси завещано аж мономахом связаться боже упаси с тремя жидом хохлом гляхом во коварен жид хотя слеп кичливый лях похуже бляди хохол же съест с тобою хлебу и тут же в суп тебе нагадит таг шевченко вб хохлы потрясающе,1
"пиздабол, больше ещё увелич",1
"и в каких квартирах такие ванные комнаты???? красиво, да!!!",0
батько растреляй этих тварей по тихому в белорусских лесах чтоб не кто не знал,1
от чего он заряжается?,0
смерть фашистам,1
и сколько стоит детский?киев -донецк,0
можно мне зуб на веревке?,0
и кто больше испугался?(dt),0
мы конечно же голосовать пойдём ! только всё уже решено без нас .,0
"дебил,а тебя в афганистан отправить надо.чума .",1
"загнибида ,это ты боярышник пьёшь и мочёй хохляцкой запиваешь ,сгинь кастрюлеголовый урод ,тебе тут ни кто слова не давал свинорылый",1
клоун в очередной раз отсосал.да и кто его собирался слушать?,1
"турки ,охуевшие. кипра им мало.",1
убила бы сволочь нелюдь!!!!!!!!!!!!!!!!!!!!!!!!!!,1
который раз говорю казнить партизанам надо полицаев .,1
повесить это гавно надо,1
вообще-то опиздюлились вдв_шники,1
"зачем из детей делать выблядков? учил бы уроки, и мечтал быть полезным для страны!",1
сколько просите ?,0
​наебался в жопу насосался обсосал все хуи отлизал тухлые секеля обдрочил всё ебало себе от малых с улицы отрешал все блядь всемирные экономические задачи поссал на табло бандеры пожрал гамна и охуел блядь! не житуха а заебца у меня пидарюги #u9b079a3836s#,1
на россии опробуют бесплатно :-d﻿,0
и я! :),0
всех земных благ вам,0
ну нет предела для соввершенства,0
"придурок больной на всю голову его надо в психушку,а ему оружие доверили",1
"КУКОЛД ТЫ? Послушай, никто не против что бы ты мечтал о фем-госпоже и страпоне, а так же что бы твоя же госпожа выполняла функции мамки в твоем сформированном быту, где без бабы походу уже не варик выжить. Звучит конечно противоречиво, но именно так виднеется логика всратого долбоеба вроде тебя, который путает 1 и 2 волну феминизма 20 века, с вполне еще адекватными требованиями, и нынешний хабальный пиздец мужененавистничество, где хуева туча противоречий и разногласий внутри самой блядской движухи.
",1
"ХОХОЛ, ПОКАЙСЯ ПЕРЕД ВЯЧЕСЛАВОМ ВИКТОРОВИЧЕМ ЗА КРЫМ, ПОКА НЕ ПОЗДНО
",1
как вам не стыдно милостливый государь?! вы вызывыюще некультурны и к тому же-пидор!!! соси хуй у своего папаши недоразвитого если он такое быдло не в трусы спустил а в обезьянью пиздень p.s. - можешь не отвечать я твой бред не прочитаю. не напрягай раздолбанное очко. тебе в него еще ебстись😂 😹,1
"Ты у бомжей и алкашей тоже лизал и сосал что ли?
",1
"да этого друга, самого отъебать надо. так называемый друг.",1
такой довольный! и мордочка блаженнаая! 😀😀😀😀,0
и чё? как вы заебали нытики.... убейтесь об стенку,1
я понимаю....непривычно....сам первый раз такое вижу....наверное для военных....лучше бы спирт катали.....и танк поджечь можно было бы....,0
нет не согласен надо чтобы путин расстрел всех олигархов и воров тогда будет всё ок,1
"вкусно а, особенно переспелая и варенье - класс!",0
"кацапка ,в рот ты ебаная, тварь,угромонголоидная, ты чего людей оскарбляешь, животная самка выблядка мокшанского, пидаруссня нацистская.",1
"снова в норы загонять,совсем охренели.",0
"да, три слова автоматически прочитались во второй раз, остальные в первый 😅",0
"кто то прикалывается,не может быть такое...",0
спасибо за внимательность .,0
чмошники конченные,1
"пизда-орган-всё,конец.",1
"конечно же грех смеяться,но рассмешила...;)",0
"о которых можно открыто говорить, у них оружие как оформлено? как хозинвентарь?",0
крыса ебливая,1
и вымя у нее внедорожное))),0
все с тем и там.если с богом,0
"хуисос,на отсос",1
"м-да как все правильно завуалировано и не поспоришь, на счёт гречки 🙃",0
"да ребенок доволен но форма одежды ? где петлицы ,да в погонах не было эмблемы и отличник пв не с левой стороны .",0
выблядки!!!!!!!!!!!!!,1
святая истина! только иногда про них не хочется вообще вспоминать!,0
маме по башке побить...,1
"друзья мои верные, выручайте в трудном деле! для того чтобы задачу непростую выполнить нужна мне вещь редкая. мне не хватает: перо жар-птицы https://ok.ru/game/kingdom/?item=558872624481_1596700243_2/0/88",0
ещё один пидармон вылез,1
фамилии участников конкурса в студию! лайкосборщику- кол осиновый в жопу!,1
странно... искал сигареты на могилах... может нашли козла отпущения...,0
благодарим за участие,0
"не смогла дописать. думаю, что пора привлекать за клевету на публичных людей, чтобы неповадно было, например, штрафом в размере 1 млн.р.",0
очко ей раздолбил:d,1
дебилы дома сидят!!!,1
обожа лизат очееь классно,1
а где фото ротару? это пиздец не от пластики! а от старости и отсутствия мозгов!,1
"чудесное осеннее платье, для золотой осени, которое создаёт отличное настроение",0
группа хорошие новости?!? ебать мой лысый череп! нихуясе новости приподнесли нам!,1
"Нифига ты глазастый! И правда заточка осталась на асфальте.
",1
"Петушарий проплатил создание раздела для пиара? Иначе какого хуя его еблет в бэ и первый пост в этом разделе?
",1
между груди и в попку,1
как зовут. обонента номера,0
"супер, такой стул хочу",0
"а ещё нужно добавить давай пей сука,и не пизди чтоб я род закрыл и не мутил людей,своими речами!",1
"ты не ты , когда голоден ...",0
похудела чтоли)),0
заткнись рыжая немытая пизда.,1
маму не надо забывать. какая она бы не была она дала жизнь. а к детям бумерангом вернётся когда их дети видят такое отношение. что посеешь то и пожнешь,0
скоро раком вас путин поставит с таким председателем колхоза.,1
"все размеры, цены от 5000 👩🏼‍🎨 смотря какие именно вас интересуют😅❤️ обращайтесь в личные сообщения ✍🏼",0
"Учитель русского что-ли?)
",1
"иудеям, евреям, жидам ( жид - жадный иудей, иудей - иссекающий уд( делающий обрезание)), паразитам , хитростью захватившим власть!",1
"да, вас здесь действительно кучка💩😷ты, и подобных тебе уёбков безмозглых. которых регулярно и с удовольствием все за вашу тупость и хамство, порою переходящие всяческие границы.^o) :d ✌",1
"Что блять за конференция мамашек?
",1
шикарная порода! у меня есть! хорошая защита доя дома и прекрасный друг для семьи!,0
"интересный взгяд,притягивант внимание.есть у художника еще работы для показа?",0
под таким крылом мне не страшен даже гром ясного дня когда ты рядом со мной моя любимая !!,0
ебнутая люди салатом делятся она про косточку,1
хохлы как вы тут надоели падлы!!!,1
а фаллос будем вьебаться!,1
"интернет зависает,стоит,очень некачественный интернет.зависают комп.в банке,больнице,у пользователей,дорогой интернет",0
пока нет повода .. вас и не было в понедельник,0
а сколько стоит и какой размер наклейки?,0
"лесби,геи и пидарасы",1
насосала генеральские погоны как и волчица,1
"молодцы, ребята!",0
"а тут как всегда, ничего не меняется в этой группе. где митрофаныч там и срач. когда же ты подохнешь старый сплетник?",1
отпраздновал бы если сидел дома. а так шакалу шакалья смерть. пришёл убивать за деньги. вот и получил то по что пришёл гнида. ok.ru/profile/558870908758/album/815702732118/881017419094 ok.ru/profile/558870908758/album/815702732118/897252674902,1
с днем рождения! 🎈🎈🎈,0
"кто эту херню написал - тварь конченая,пытающаяся переписать историю нашей великой родины !!!",1
"друзья мои верные, выручайте в трудном деле! для того чтобы задачу непростую выполнить нужна мне вещь редкая. мне не хватает: крем https://ok.ru/game/kingdom/?item=572691330417_1596444256_2/0/166",0
дотрахайте меня,1
"я тоже видела на рынке в 12 часов около палатки с фруктами. если не найдёте, возьмите у меня домашнего котика 1месяц. живёт пока с мамой - кошкой. очень красивый, серый с голубыми глазками, ласковый!",0
"беги от этой невесты, парень. и побыстрей.",0
сразу раз и правую кисть отрубить.,1
как сохранить хорошие отношения со мной-не просить у меня денег...совсем.. р. блэкмор 😳 http://static.headbanger.ru/i/2015/9/139456.jpg http://i.ytimg.com/vi/9-iadnl7via/hqdefault.jpg,0
иди сюда паскуда твары р соло,1
ты хуй сосёшь за чем сына за хуй продала на войну,1
интересно как поддержали людей?,0
давить надо эту мразь!!!! подонки!!!!,1
хуютина вертят на члене не только рыжая тварь-официальный агент госдепа и цру-но и воры в законе что пролезли в госдуру,1
это точно сказано тем более тобой! это о тебе,0
а куда идти? деревня маленькая все за углами пьют дерутся,0
"...а вот кум,скажем навального,хотя,нормальный человек наврядли захочет быть кумумом алёшки-проститутки...но впрочем про то собственно и речь,что кум навального,скорее всего посетил бы какой ни будь гей-парад...!",1
воды так и не было!!! это считается дали по графику. завтра не наш день. итого 10 дней без воды!!!!вот вам и молодая всранная республика,1
"известны ли имена солдат? мы до сих пор не можем узнать судьбу моего деда,пропавшего без вести: ракаева сахея тулкибаевмча 1907 г.р.призывавшего из башкирии баймакского района 05.07.1941 г.а в 1942 году пропал!",0
пидор ты еще наверно не дожил до пенсии и с этим провителем врятли,1
"нихуя себе ты его отьебошила, видно не одну лямку на зоне тащила до побега к пиндосам....:d |) (fr) !!!",1
"Это не альтернатива, а лишний искусственный бессмысленный источник опасности. В пешеходов они будут вмазываться и сваливать, а сами хрустеть под автомобилями. Сними ни пешеход не может спокойно ходить, ни автомобиль нормально ездить. Велодорожки - хуйня полная, везде их не построишь; строить нужно с поручнями-разделителями, чтобы не драли рулями рукава пешеходам; даже если сделать ололо ВС и ВЕЗДЕ - на всех пересечениях будут такие пиздец конфликты интересов, что я даже не знаю. Ну просто взять бумагу и нарисовать перекрёсток двух улиц автомобили-велосипеды-пешеходы; а если еще и трамваи, то это вообще хана, восемь разнофункциональных полос, всем поворачивать в разные стороны. Причем из всех участников самыми СУЕТЛИВЫМИ будут велосипидоры, поскольку они не трамвай, которому некуда спешить, не автомобилист, которого отдерут в жопу по ПДД, и не пешеход, который отвечает здоровьем больше всех и имеет ограниченную скорость. Велосипидоры будут преимущественно МОЛОДЫМИ, ЭНЕРГИЧНЫМИ, лезущими в бутылку. Это будет очень тяжелый мир.
",0
"гешка тут старые курицы недавно пиздели про бесплатное высшие образование на бюджете и они утверждают что платное обр только для двоечников кто не хотел учиться, наркоманил и пил, твои дети из какой категории? можешь пообщаться с этими курицами они такие же путриотки как и ты и здесь сидят",1
ебальник ей набить!!!!,1
убрали честного человека так и фургало сделают не любить моль правду в глаза.,0
"отменить этим крикунам российское гражданство,вывезти на границу и пущай п№здуют куда хотят...8oi 8oi 8oi",1
нет..от нее бегут...,0
15 и повышение в должности. Отлично работаем!,1
"вот ко мне приходил, предпологаю что если его взять в захват может кинутся себя освобождать.",0
"буду в купино привезу,грыж порезов нет все целые.",0
какой ты хуй фаворит,1
"всему своё время..работа начата ,это уже радует.",0
"скажу прямо: белоруссия ебнулись на голову, но наши, наши- то , помогли.. с кем останемся владимир владимирович, мы и так уже практически одни..",1
драл бы всю ночь сучку,1
"а это зачем, все знают пр эту вакцину, чтоб убить всех проживающих на территорит ес и россти, от гейцев и прочих прагов земного шара, всех стран",1
"николай бондаренко не в курсе, видимо, вот кто может вывести её на чистую воду.",0
что дети с голоду пухнут ухи просят бедняги,0
это точно на все 100%,0
"как я рад за хабаровчан , ведь за них всё блядское отребье страны , они должны гордиться , что за них ауе, навальнята и все подонки. они ещё и не довольны , да вы просто долбоёбы , почаму обяснятьне надо ?!!!!!!!!!!!!!!!!!",1
автор ты если это читаешь ответь мне . пожалуйста. это пост ирония ? или такая твоя убогая восполенная фантазия что ты ростов заменил на барсу . еблан слов нет,1
сколько кг тюк и цена,0
может куй ему свой дать потерибить. :d,1
чтобы он лопнул или расплющился под собственным весом! пидрила,1
не пойдёт...она извращенка!,1
всем привет ну что сегодня будем ждать наши денюшки!!!,0
"увидела заглавие, щелкино!",0
"наконец разобралась,девушка сзади обнимает парня.он кстати в жёлтой майке. и правая рука девушки сливается с предплечьем парня.",0
ушлепок отмороженный,1
это не от того что желающих работать нет. а от того что эти единопедорассы душат всеми возможными способами сельское хозяйство,1
